[I][2017-05-13 16:36:01] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:36:01] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:36:03] 12 | 25.4884 | 0.503507 | 2.45252e-06 | -5.35028e-06 | 96267.6 | 4.94813e-06 | 1.99293e-06 | 6.03312e-05 | 3.57533e-05 | 2.26676e-05 | -1.12784e-06 | -3.75906e-05 | 
[I][2017-05-13 16:36:03] 13 | 25.4874 | 0.587067 | 6.83068e-06 | -4.28282e-06 | 75810 | 1.03317e-05 | 4.37816e-06 | 9.60844e-05 | 4.94854e-05 | 3.63484e-05 | -1.71044e-06 | -4.74864e-05 | 
[I][2017-05-13 16:36:03] 14 | 25.4862 | 0.686272 | 1.55096e-05 | -6.17356e-07 | 66415.2 | 2.01024e-05 | 8.67888e-06 | 0.00014557 | 5.92451e-05 | 5.07609e-05 | -2.4633e-06 | -5.01497e-05 | 
[I][2017-05-13 16:36:03] 15 | 25.4849 | 0.790995 | 3.0577e-05 | 5.0419e-06 | 65964.1 | 3.63505e-05 | 1.50674e-05 | 0.000204815 | 5.97971e-05 | 6.02684e-05 | -3.30228e-06 | -4.18404e-05 | 
[I][2017-05-13 16:36:03] 16 | 25.4839 | 0.892891 | 5.33772e-05 | 1.14668e-05 | 69741.8 | 6.04769e-05 | 2.28002e-05 | 0.000264612 | 5.54338e-05 | 6.53218e-05 | -4.30794e-06 | -2.66136e-05 | 
[I][2017-05-13 16:36:03] 17 | 25.4832 | 0.989632 | 8.60929e-05 | 1.91484e-05 | 73144.2 | 9.47666e-05 | 3.27157e-05 | 0.000320046 | 5.19552e-05 | 6.98525e-05 | -5.74042e-06 | -6.66688e-06 | 
[I][2017-05-13 16:36:03] 18 | 25.483 | 1.08357 | 0.000131587 | 2.8822e-05 | 70087.4 | 0.000142148 | 4.54939e-05 | 0.000372001 | 5.50622e-05 | 7.78917e-05 | -8.33592e-06 | 1.69104e-05 | 
[I][2017-05-13 16:36:03] 19 | 25.4835 | 1.17701 | 0.000189925 | 3.82884e-05 | 60871.1 | 0.000202666 | 5.83381e-05 | 0.000427063 | 6.6705e-05 | 8.95049e-05 | -1.35829e-05 | 3.89433e-05 | 
[I][2017-05-13 16:36:04] 20 | 25.4845 | 1.27031 | 0.000268318 | 5.25752e-05 | 47964.8 | 0.000283778 | 7.83933e-05 | 0.000493768 | 9.22483e-05 | 0.000111199 | -2.38002e-05 | 7.03266e-05 | 
[I][2017-05-13 16:36:04] 21 | 25.4863 | 1.36874 | 0.000381402 | 7.61005e-05 | 34666 | 0.000400698 | 0.000113084 | 0.000586017 | 0.00014349 | 0.000148731 | -4.49339e-05 | 0.000124505 | 
[I][2017-05-13 16:36:04] 22 | 25.4894 | 1.48111 | 0.000539968 | 0.000104343 | 24648.6 | 0.000564911 | 0.000158566 | 0.000729506 | 0.00022821 | 0.000194714 | -8.75622e-05 | 0.000205878 | 
[I][2017-05-13 16:36:04] 23 | 25.4947 | 1.61275 | 0.000741884 | 0.000125459 | 16697.7 | 0.000775135 | 0.000201915 | 0.000957716 | 0.000387659 | 0.00024467 | -0.000204537 | 0.000336244 | 
[I][2017-05-13 16:36:04] 24 | 25.5032 | 1.7679 | 0.000961373 | 0.000118974 | 10705.7 | 0.00100578 | 0.00021949 | 0.00134538 | 0.000709725 | 0.000275776 | -0.000499628 | 0.000580775 | 
[I][2017-05-13 16:36:04] 25 | 25.5181 | 1.93526 | 0.00124318 | 0.000213465 | 5636.91 | 0.00129534 | 0.000281809 | 0.0020551 | 0.00169865 | 0.000469311 | -0.00132726 | 0.00149835 | 
[I][2017-05-13 16:36:04] 26 | 25.5563 | 1.83838 | 7.62589e-05 | -0.00102151 | 2238.61 | 0.000111507 | -0.00116692 | 0.00375375 | 0.00596714 | 0.000644687 | 0.00303594 | -0.00674516 | 
[I][2017-05-13 16:36:04] 27 | 25.3839 | 3.4047 | -0.00123175 | -0.00194698 | 480.746 | -0.00112883 | -0.00130801 | 0.00972089 | 0.0483833 | 0.0115804 | 0.0314336 | -0.048855 | 
[I][2017-05-13 16:36:04] 28 | 24.1438 | 8.25639 | -0.00111462 | -0.000960258 | 4585.51 | -0.000894614 | 0.000117134 | 0.0581042 | 0.00224947 | -0.00197492 | 0.00125693 | -0.00216278 | 
[I][2017-05-13 16:36:04] 29 | 24.0916 | 9.85494 | -0.000991565 | -0.000875002 | 6230.79 | -0.000662195 | 0.000123055 | 0.0603537 | 0.00148224 | -0.0017544 | 0.000530664 | -0.00140127 | 
[I][2017-05-13 16:36:04] 30 | 24.0578 | 11.5588 | -0.000850555 | -0.000697613 | 8418.34 | -0.000428697 | 0.00014101 | 0.0618359 | 0.000984276 | -0.00147286 | 8.06672e-05 | -0.000700646 | 
[I][2017-05-13 16:36:04] 31 | 24.0409 | 13.2786 | -0.00069966 | -0.000496266 | 9609.44 | -0.000205207 | 0.000150895 | 0.0628202 | 0.000822099 | -0.00122551 | -8.08936e-05 | -0.000182394 | 
[I][2017-05-13 16:36:04] 32 | 24.0366 | 14.9742 | -0.00055624 | -1.79015e-05 | 22783.9 | -4.22422e-05 | 0.00014342 | 0.0636423 | 0.000253989 | -0.000252068 | 6.93818e-05 | 0.000128982 | 
[I][2017-05-13 16:36:04] 33 | 24.0397 | 15.7962 | -0.000471428 | -1.65496e-05 | 35621.2 | 5.50882e-05 | 8.48124e-05 | 0.0638963 | 0.00013828 | -0.000147428 | 3.76834e-05 | 6.00953e-05 | 
[I][2017-05-13 16:36:04] 34 | 24.0411 | 16.3063 | -0.000459952 | 0.000216173 | 14941.6 | 4.74057e-05 | 1.14761e-05 | 0.0640346 | 0.000450932 | 0.000563268 | -6.25749e-05 | 0.000147827 | 
[I][2017-05-13 16:36:04] 35 | 24.0447 | 15.9044 | 0.647272 | 4.71629 | 0.00016413 | 0.198305 | 0.647732 | 0.0644855 | 3.04063e+07 | -2.34487e+07 | -4.95765e+06 | 2.84064e+07 | 
[I][2017-05-13 16:36:04] 36 | 6.83022e+08 | -2.92295e+09 | 0.323803 | -2.19995 | 0.000425727 | 0.103737 | -0.323469 | 3.04063e+07 | 8.31338e+06 | -279565 | 3.0004e+06 | -2.72084e+06 | 
[I][2017-05-13 16:36:04] 37 | -1.85839e+15 | 2.16823e+16 | 0.144015 | 1.89553 | 0.263972 | 1.11268 | -0.179788 | 3.87197e+07 | 1319.95 | 0 | 5.68658 | -0 | 
[I][2017-05-13 16:36:04] 38 | -1.85839e+15 | -3.36787e+24 | 5.0635 | -30.0845 | 0.477416 | 3.97408 | 4.91949 | 3.8721e+07 | 589.436 | 0 | -90.2535 | -0 | 
[I][2017-05-13 16:36:04] 39 | -1.85839e+15 | -1.39412e+31 | 8.43203e+13 | -1.53438e+14 | 2.73561e-15 | -2.70016e+12 | 8.43203e+13 | 3.87216e+07 | 1.40312e+22 | 0 | -4.60315e+14 | -0 | 
[I][2017-05-13 16:36:05] 40 | -1.85839e+15 | 7.53449e+40 | 8.43203e+13 | 1.31417e+06 | 6.35982e-17 | -5.14399e+12 | -451500 | 1.40312e+22 | 2.34256e+24 | 0 | 3.94251e+06 | -0 | 
[I][2017-05-13 16:36:05] 41 | -1.85839e+15 | 2.68202e+43 | 8.43203e+13 | 2927.95 | 5.80136e-15 | -5.16128e+12 | -2.42308e+06 | 2.35659e+24 | 5.04555e+21 | 0 | 8783.85 | -0 | 
[I][2017-05-13 16:36:05] 42 | -1.85839e+15 | -3.39033e+47 | 8.43203e+13 | 1.00229 | 2.1578e-23 | 1.21435e+14 | -0.82612 | 2.36164e+24 | 1.48471e+33 | 0 | 3.00688 | -0 | 
[I][2017-05-13 16:36:12] 43 | -1.85839e+15 | -3.35024e+47 | 8.43203e+13 | 1.00229 | -nan(ind) | 1.15148e+14 | -1.52712 | 1.48471e+33 | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:12] 44 | -nan(ind) | -nan(ind) | nan | -nan(ind) | -nan(ind) | nan | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:12] 45 | -nan(ind) | -nan(ind) | nan | -nan(ind) | -nan(ind) | nan | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:12] 46 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | nan | nan | -nan(ind) | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:13] 47 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:13] 48 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:13] 49 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:13] 50 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:13] 51 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 52 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 53 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 54 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 55 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 56 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 57 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:14] 58 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 59 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 60 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 61 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 62 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 63 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 64 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:15] 65 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 66 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 67 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 68 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 69 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 70 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:16] 71 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 72 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 73 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 74 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 75 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 76 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:17] 77 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 78 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 79 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 80 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 81 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 82 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:18] 83 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 84 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 85 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 86 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 87 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 88 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:19] 89 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:20] 90 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:20] 91 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:20] 92 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:20] 93 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:20] 94 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 95 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 96 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 97 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 98 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 99 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:21] 100 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:22] 101 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:22] 101.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:22] 102 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:22] 102.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 103 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 103.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 104 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 104.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 105 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:23] 105.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 106 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 106.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 107 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 107.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 108 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:24] 108.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:25] 109 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:25] 109.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:25] 110 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:25] 110.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:25] 111 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 111.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 112 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 112.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 113 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 113.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:26] 114 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:27] 114.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:27] 115 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:27] 115.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:27] 116 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:27] 116.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:28] 117 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:28] 117.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:28] 118 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:28] 118.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:28] 119 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 119.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 120 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 120.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 121 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 121.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:29] 122 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:30] 122.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:30] 123 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:30] 123.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:30] 124 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:30] 124.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:31] 125 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:36:31] 125.5 | nan | -nan(ind) | nan | -nan(ind) | nan | nan | nan | nan | nan | nan | -nan(ind) | -nan(ind) | 
