[I][2017-05-13 16:34:51] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:34:51] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:34:51] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:34:51] 3 | 25.4902 | 0.333354 | -2.57978e-09 | -2.03293e-09 | 1e+07 | -2.73973e-09 | -2.61011e-09 | 1.62259e-08 | 3.57577e-08 | 2.4492e-08 | -1.90983e-09 | -2.8681e-08 | 
[I][2017-05-13 16:34:51] 4 | 25.4902 | 0.333408 | -7.04438e-09 | -5.42286e-08 | 9.59365e+06 | -1.68215e-09 | -4.46461e-09 | 5.19835e-08 | 1.39054e-07 | 3.11332e-08 | -2.6588e-09 | -1.9116e-07 | 
[I][2017-05-13 16:34:51] 5 | 25.4902 | 0.333929 | -1.8345e-08 | -1.95211e-07 | 2.18262e+06 | 7.25048e-09 | -1.13007e-08 | 1.91038e-07 | 6.11209e-07 | 2.12679e-07 | -1.67014e-08 | -7.81612e-07 | 
[I][2017-05-13 16:34:51] 6 | 25.4902 | 0.335962 | -4.04426e-08 | -4.40174e-07 | 977663 | 3.11165e-08 | -2.20976e-08 | 8.02247e-07 | 1.52631e-06 | 6.10084e-07 | -4.66746e-08 | -1.88393e-06 | 
[I][2017-05-13 16:34:51] 7 | 25.4901 | 0.340809 | -7.38795e-08 | -8.68373e-07 | 585598 | 8.95986e-08 | -3.34369e-08 | 2.32856e-06 | 3.0654e-06 | 1.25291e-06 | -9.37428e-08 | -3.76428e-06 | 
[I][2017-05-13 16:34:52] 8 | 25.49 | 0.350482 | -1.10471e-07 | -1.52841e-06 | 377277 | 2.17644e-07 | -3.65916e-08 | 5.39396e-06 | 5.57529e-06 | 2.36728e-06 | -1.70329e-07 | -6.78217e-06 | 
[I][2017-05-13 16:34:52] 9 | 25.4899 | 0.367742 | -7.48563e-08 | -2.42485e-06 | 256920 | 5.26004e-07 | 3.56148e-08 | 1.09692e-05 | 9.40357e-06 | 4.25965e-06 | -2.88821e-07 | -1.12454e-05 | 
[I][2017-05-13 16:34:52] 10 | 25.4896 | 0.39612 | 2.13536e-07 | -3.51215e-06 | 180722 | 1.23874e-06 | 2.88392e-07 | 2.03728e-05 | 1.51763e-05 | 7.56571e-06 | -4.69336e-07 | -1.76328e-05 | 
[I][2017-05-13 16:34:52] 11 | 25.4891 | 0.43973 | 1.13275e-06 | -4.583e-06 | 130295 | 2.7788e-06 | 9.19217e-07 | 3.55491e-05 | 2.36852e-05 | 1.33257e-05 | -7.43239e-07 | -2.63315e-05 | 
[I][2017-05-13 16:34:52] 12 | 25.4884 | 0.502461 | 3.56481e-06 | -4.85168e-06 | 97557.9 | 6.04402e-06 | 2.43206e-06 | 5.92343e-05 | 3.51115e-05 | 2.29383e-05 | -1.15773e-06 | -3.63356e-05 | 
[I][2017-05-13 16:34:52] 13 | 25.4875 | 0.585322 | 8.8031e-06 | -3.36588e-06 | 76753 | 1.22812e-05 | 5.23828e-06 | 9.43458e-05 | 4.866e-05 | 3.71147e-05 | -1.77432e-06 | -4.5438e-05 | 
[I][2017-05-13 16:34:52] 14 | 25.4864 | 0.683788 | 1.8672e-05 | 6.00841e-07 | 67199.3 | 2.3238e-05 | 9.8689e-06 | 0.000143006 | 5.83066e-05 | 5.18511e-05 | -2.58159e-06 | -4.7467e-05 | 
[I][2017-05-13 16:34:52] 15 | 25.4852 | 0.787763 | 3.43973e-05 | 5.71502e-06 | 66392 | 4.01413e-05 | 1.57253e-05 | 0.000201312 | 5.92733e-05 | 6.08238e-05 | -3.49501e-06 | -4.01837e-05 | 
[I][2017-05-13 16:34:52] 16 | 25.4841 | 0.889178 | 5.59407e-05 | 1.0427e-05 | 69364.7 | 6.29871e-05 | 2.15433e-05 | 0.000260586 | 5.58442e-05 | 6.4481e-05 | -4.56584e-06 | -2.86341e-05 | 
[I][2017-05-13 16:34:52] 17 | 25.4834 | 0.985358 | 8.28606e-05 | 1.44255e-05 | 72751.4 | 9.13622e-05 | 2.69199e-05 | 0.00031643 | 5.23372e-05 | 6.56566e-05 | -5.93181e-06 | -1.64484e-05 | 
[I][2017-05-13 16:34:52] 18 | 25.483 | 1.07645 | 0.0001149 | 1.79841e-05 | 74293.3 | 0.000125023 | 3.2039e-05 | 0.000368767 | 5.08649e-05 | 6.65993e-05 | -7.76743e-06 | -4.87946e-06 | 
[I][2017-05-13 16:34:52] 19 | 25.4829 | 1.16333 | 0.000151975 | 2.1306e-05 | 72745.2 | 0.000163884 | 3.70758e-05 | 0.000419632 | 5.23433e-05 | 6.85727e-05 | -1.03629e-05 | 5.70823e-06 | 
