[I][2017-05-13 16:35:14] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.333354 | -2.81613e-09 | -2.20077e-09 | 1e+07 | -2.98371e-09 | -2.84647e-09 | 1.62259e-08 | 3.57336e-08 | 2.4188e-08 | -1.91023e-09 | -2.88801e-08 | 
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.333407 | -7.81096e-09 | -5.47216e-08 | 9.52897e+06 | -2.46108e-09 | -4.99483e-09 | 5.19594e-08 | 1.39998e-07 | 3.10942e-08 | -2.65819e-09 | -1.92601e-07 | 
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.333927 | -2.34317e-08 | -1.9838e-07 | 2.16452e+06 | 2.02621e-09 | -1.56208e-08 | 1.91957e-07 | 6.16318e-07 | 2.11455e-07 | -1.66291e-08 | -7.89967e-07 | 
[I][2017-05-13 16:35:14] -nan | 25.4902 | 0.335946 | -4.42041e-08 | -4.39337e-07 | 977890 | 2.72735e-08 | -2.07724e-08 | 8.08275e-07 | 1.52583e-06 | 6.11143e-07 | -4.66707e-08 | -1.88248e-06 | 
[I][2017-05-13 16:35:14] -nan | 25.4901 | 0.340799 | -6.25132e-08 | -8.60544e-07 | 585561 | 1.01716e-07 | -1.83091e-08 | 2.33411e-06 | 3.06566e-06 | 1.26742e-06 | -9.41416e-08 | -3.75491e-06 | 
[I][2017-05-13 16:35:14] -nan | 25.49 | 0.350555 | -7.72652e-08 | -1.51521e-06 | 377525 | 2.52597e-07 | -1.4752e-08 | 5.39977e-06 | 5.57031e-06 | 2.38675e-06 | -1.70956e-07 | -6.76143e-06 | 
[I][2017-05-13 16:35:14] -nan | 25.4899 | 0.367914 | -9.89174e-09 | -2.40531e-06 | 257026 | 5.94131e-07 | 6.73735e-08 | 1.09701e-05 | 9.39828e-06 | 4.29041e-06 | -2.90251e-07 | -1.12161e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4896 | 0.396431 | 3.25728e-07 | -3.48202e-06 | 180740 | 1.35609e-06 | 3.3562e-07 | 2.03684e-05 | 1.51742e-05 | 7.61833e-06 | -4.72438e-07 | -1.7592e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4891 | 0.440231 | 1.28504e-06 | -4.56522e-06 | 130134 | 2.93884e-06 | 9.59307e-07 | 3.55426e-05 | 2.3725e-05 | 1.33957e-05 | -7.49365e-07 | -2.63419e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4884 | 0.503208 | 3.7232e-06 | -4.86598e-06 | 97359.4 | 6.21254e-06 | 2.43816e-06 | 5.92676e-05 | 3.52089e-05 | 2.30063e-05 | -1.16677e-06 | -3.64375e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4875 | 0.586296 | 8.91919e-06 | -3.42665e-06 | 76595.4 | 1.24095e-05 | 5.196e-06 | 9.44765e-05 | 4.87963e-05 | 3.71445e-05 | -1.78429e-06 | -4.56401e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4864 | 0.684972 | 1.87058e-05 | 4.99411e-07 | 67105.4 | 2.32863e-05 | 9.78662e-06 | 0.000143273 | 5.84176e-05 | 5.18043e-05 | -2.58914e-06 | -4.77169e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4851 | 0.789134 | 3.44351e-05 | 5.68612e-06 | 66358.5 | 4.01973e-05 | 1.57293e-05 | 0.00020169 | 5.9314e-05 | 6.08266e-05 | -3.49843e-06 | -4.02698e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4841 | 0.890757 | 5.62983e-05 | 1.06693e-05 | 69454.8 | 6.33712e-05 | 2.18632e-05 | 0.000261004 | 5.57457e-05 | 6.46896e-05 | -4.56808e-06 | -2.81135e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4834 | 0.98719 | 8.41196e-05 | 1.51542e-05 | 72945.9 | 9.26665e-05 | 2.78213e-05 | 0.00031675 | 5.21475e-05 | 6.62141e-05 | -5.94996e-06 | -1.48016e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.483 | 1.07864 | 0.000117879 | 1.93822e-05 | 74175.4 | 0.000128081 | 3.37595e-05 | 0.000368898 | 5.0975e-05 | 6.77802e-05 | -7.86871e-06 | -1.76483e-06 | 
[I][2017-05-13 16:35:15] -nan | 25.483 | 1.16611 | 0.000157727 | 2.35413e-05 | 71559.5 | 0.000169765 | 3.98479e-05 | 0.000419873 | 5.35268e-05 | 7.09287e-05 | -1.07479e-05 | 1.04431e-05 | 
[I][2017-05-13 16:35:15] -nan | 25.4832 | 1.25082 | 0.000203346 | 2.73065e-05 | 66239.9 | 0.000217382 | 4.56188e-05 | 0.000473399 | 5.94586e-05 | 7.53384e-05 | -1.49897e-05 | 2.15708e-05 | 
