[I][2017-05-13 16:37:29] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:37:29] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:37:30] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:37:30] 3 | 25.4902 | 0.333354 | -2.99549e-09 | -2.33111e-09 | 1e+07 | -3.16852e-09 | -3.02582e-09 | 1.62259e-08 | 3.57183e-08 | 2.39556e-08 | -1.91052e-09 | -2.90384e-08 | 
[I][2017-05-13 16:37:31] 4 | 25.4902 | 0.333407 | -8.4348e-09 | -5.51388e-08 | 9.47594e+06 | -3.09345e-09 | -5.4393e-09 | 5.19442e-08 | 1.40781e-07 | 3.10473e-08 | -2.6576e-09 | -1.93806e-07 | 
[I][2017-05-13 16:37:31] 5 | 25.4902 | 0.333927 | -2.79444e-08 | -2.0136e-07 | 2.14948e+06 | -2.59603e-09 | -1.95096e-08 | 1.92726e-07 | 6.20631e-07 | 2.09893e-07 | -1.6575e-08 | -7.97398e-07 | 
[I][2017-05-13 16:37:32] 6 | 25.4902 | 0.335934 | -5.3685e-08 | -4.42613e-07 | 976888 | 1.74875e-08 | -2.57406e-08 | 8.13356e-07 | 1.52796e-06 | 6.07124e-07 | -4.65656e-08 | -1.8884e-06 | 
[I][2017-05-13 16:37:32] 7 | 25.4901 | 0.340767 | -6.43571e-08 | -8.55668e-07 | 586026 | 9.98845e-08 | -1.06721e-08 | 2.34132e-06 | 3.06235e-06 | 1.27317e-06 | -9.41732e-08 | -3.74601e-06 | 
[I][2017-05-13 16:37:33] 8 | 25.49 | 0.350555 | -5.50833e-08 | -1.50066e-06 | 377845 | 2.75881e-07 | 9.27373e-09 | 5.40367e-06 | 5.56389e-06 | 2.40721e-06 | -1.71417e-07 | -6.73777e-06 | 
[I][2017-05-13 16:37:33] 9 | 25.4899 | 0.368022 | 2.14217e-08 | -2.41098e-06 | 256463 | 6.28218e-07 | 7.6505e-08 | 1.09676e-05 | 9.42634e-06 | 4.30723e-06 | -2.91565e-07 | -1.12486e-05 | 
[I][2017-05-13 16:37:34] 10 | 25.4896 | 0.396706 | 3.27096e-07 | -3.53083e-06 | 179919 | 1.36233e-06 | 3.05674e-07 | 2.03939e-05 | 1.52685e-05 | 7.62067e-06 | -4.74449e-07 | -1.77387e-05 | 
[I][2017-05-13 16:37:34] 11 | 25.4891 | 0.44072 | 1.25276e-06 | -4.61989e-06 | 129660 | 2.91383e-06 | 9.25669e-07 | 3.56624e-05 | 2.38431e-05 | 1.34097e-05 | -7.50903e-07 | -2.65185e-05 | 
[I][2017-05-13 16:37:34] 12 | 25.4884 | 0.503932 | 3.64774e-06 | -4.92923e-06 | 97074.1 | 6.14666e-06 | 2.39498e-06 | 5.95055e-05 | 3.53497e-05 | 2.30269e-05 | -1.16708e-06 | -3.66476e-05 | 
[I][2017-05-13 16:37:34] 13 | 25.4875 | 0.58725 | 8.69238e-06 | -3.59587e-06 | 76364.5 | 1.21944e-05 | 5.04464e-06 | 9.48552e-05 | 4.89972e-05 | 3.70516e-05 | -1.78052e-06 | -4.60586e-05 | 
[I][2017-05-13 16:37:34] 14 | 25.4863 | 0.686145 | 1.82292e-05 | 2.3724e-07 | 66931.9 | 2.28228e-05 | 9.5368e-06 | 0.000143852 | 5.86238e-05 | 5.15845e-05 | -2.57512e-06 | -4.82977e-05 | 
[I][2017-05-13 16:37:34] 15 | 25.4851 | 0.790503 | 3.37957e-05 | 5.51139e-06 | 66265.8 | 3.95725e-05 | 1.55665e-05 | 0.000202476 | 5.94269e-05 | 6.06742e-05 | -3.46879e-06 | -4.06712e-05 | 
[I][2017-05-13 16:37:34] 16 | 25.4841 | 0.892268 | 5.59228e-05 | 1.08768e-05 | 69551.6 | 6.30165e-05 | 2.21271e-05 | 0.000261903 | 5.56401e-05 | 6.48363e-05 | -4.52354e-06 | -2.76824e-05 | 
[I][2017-05-13 16:37:34] 17 | 25.4834 | 0.98884 | 8.49024e-05 | 1.60918e-05 | 73057.4 | 9.34946e-05 | 2.89796e-05 | 0.000317543 | 5.20392e-05 | 6.7041e-05 | -5.926e-06 | -1.28395e-05 | 
[I][2017-05-13 16:37:34] 18 | 25.483 | 1.08085 | 0.00012111 | 2.13593e-05 | 73691.7 | 0.000131407 | 3.62079e-05 | 0.000369582 | 5.14308e-05 | 6.96627e-05 | -7.96701e-06 | 2.38226e-06 | 
[I][2017-05-13 16:37:34] 19 | 25.4831 | 1.16936 | 0.000164873 | 2.67092e-05 | 69612.6 | 0.000177073 | 4.3763e-05 | 0.000421013 | 5.55738e-05 | 7.44278e-05 | -1.12559e-05 | 1.69556e-05 | 
[I][2017-05-13 16:37:34] 20 | 25.4835 | 1.25551 | 0.000215851 | 3.15607e-05 | 62741.4 | 0.000230146 | 5.09772e-05 | 0.000476587 | 6.40143e-05 | 8.08716e-05 | -1.6395e-05 | 3.02055e-05 | 
