[I][2017-05-13 16:37:29] time, dt, force, avg_sigma, sqr, press, max_y, max_x, err, nK, dV, Sqr
[I][2017-05-13 16:37:29] 1 | 1 | 0 | 0 | 7853.98 | 0 | 1 | 50 | 0 | 4 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:30] 2 | 1 | -38.1771 | 0.0460887 | 7853.98 | -0.00486086 | 1 | 50 | 0.00515349 | 5 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:30] 3 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00006 | 50 | 0.0288126 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:31] 4 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00021 | 50 | 0.0166841 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:31] 5 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00145 | 50 | 0.0108389 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:32] 6 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00645 | 50 | 0.00976692 | 22 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:32] 7 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.01852 | 50 | 0.00798409 | 23 | 7853.98 | 50.0001 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:33] 8 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.0429 | 50 | 0.00749905 | 23 | 7853.98 | 50.0002 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:37:33] 9 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.08642 | 50 | 0.00761182 | 23 | 7853.99 | 50.0004 | 7853.99 | 7853.98 | 
[I][2017-05-13 16:37:34] 10 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.15786 | 50 | 0.00745465 | 23 | 7854.01 | 50.0009 | 7854.01 | 7853.98 | 
[I][2017-05-13 16:37:34] 11 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.26735 | 50 | 0.00744346 | 23 | 7854.09 | 50.002 | 7854.09 | 7853.98 | 
[I][2017-05-13 16:37:34] 12 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.42417 | 50 | 0.00906567 | 22 | 7854.27 | 50.0041 | 7854.27 | 7853.98 | 
[I][2017-05-13 16:37:34] 13 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.63018 | 50 | 0.00723624 | 22 | 7854.63 | 50.0078 | 7854.63 | 7853.98 | 
[I][2017-05-13 16:37:34] 14 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.87342 | 50 | 0.00923686 | 21 | 7855.22 | 50.0132 | 7855.22 | 7853.98 | 
[I][2017-05-13 16:37:34] 15 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.12696 | 50 | 0.00894102 | 21 | 7856.02 | 50.0199 | 7856.02 | 7853.98 | 
