[I][2017-05-13 16:37:39] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:37:39] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:37:39] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:37:40] 3 | 25.4902 | 0.333354 | -3.11589e-09 | -2.42025e-09 | 1e+07 | -3.29239e-09 | -3.14622e-09 | 1.62259e-08 | 3.57091e-08 | 2.37985e-08 | -1.9107e-09 | -2.91485e-08 | 
[I][2017-05-13 16:37:40] 4 | 25.4902 | 0.333407 | -8.87034e-09 | -5.5436e-08 | 9.43859e+06 | -3.53449e-09 | -5.75445e-09 | 5.19349e-08 | 1.41338e-07 | 3.10126e-08 | -2.65713e-09 | -1.94663e-07 | 
[I][2017-05-13 16:37:40] 5 | 25.4902 | 0.333926 | -3.03179e-08 | -2.02887e-07 | 2.14149e+06 | -5.02047e-09 | -2.14476e-08 | 1.93273e-07 | 6.22947e-07 | 2.09188e-07 | -1.65481e-08 | -8.01301e-07 | 
[I][2017-05-13 16:37:41] 6 | 25.4902 | 0.335928 | -6.33633e-08 | -4.47361e-07 | 975499 | 7.46293e-09 | -3.30454e-08 | 8.1622e-07 | 1.53092e-06 | 6.01185e-07 | -4.64286e-08 | -1.89684e-06 | 
[I][2017-05-13 16:37:42] 7 | 25.4901 | 0.340732 | -7.41799e-08 | -8.55293e-07 | 586214 | 8.96565e-08 | -1.08166e-08 | 2.34714e-06 | 3.06101e-06 | 1.27253e-06 | -9.4056e-08 | -3.74435e-06 | 
[I][2017-05-13 16:37:42] 8 | 25.49 | 0.350513 | -6.16479e-08 | -1.50564e-06 | 377127 | 2.69832e-07 | 1.2532e-08 | 5.40816e-06 | 5.57832e-06 | 2.41209e-06 | -1.71705e-07 | -6.75731e-06 | 
[I][2017-05-13 16:37:43] 9 | 25.4899 | 0.368075 | -3.56187e-09 | -2.44229e-06 | 255324 | 6.05172e-07 | 5.80861e-08 | 1.09865e-05 | 9.48362e-06 | 4.30504e-06 | -2.9217e-07 | -1.13397e-05 | 
[I][2017-05-13 16:37:43] 10 | 25.4896 | 0.396906 | 3.0588e-07 | -3.54325e-06 | 179527 | 1.34489e-06 | 3.09441e-07 | 2.04701e-05 | 1.53139e-05 | 7.64072e-06 | -4.74852e-07 | -1.77956e-05 | 
[I][2017-05-13 16:37:43] 11 | 25.4891 | 0.4411 | 1.20218e-06 | -4.66787e-06 | 129253 | 2.86912e-06 | 8.96303e-07 | 3.5784e-05 | 2.39453e-05 | 1.34202e-05 | -7.5142e-07 | -2.66724e-05 | 
[I][2017-05-13 16:37:43] 12 | 25.4884 | 0.504522 | 3.51008e-06 | -5.03096e-06 | 96764.3 | 6.01655e-06 | 2.3079e-06 | 5.97292e-05 | 3.55038e-05 | 2.2995e-05 | -1.16542e-06 | -3.69224e-05 | 
[I][2017-05-13 16:37:43] 13 | 25.4875 | 0.588012 | 8.34837e-06 | -3.81038e-06 | 76146.6 | 1.18589e-05 | 4.83829e-06 | 9.52331e-05 | 4.91881e-05 | 3.68742e-05 | -1.77153e-06 | -4.65338e-05 | 
[I][2017-05-13 16:37:44] 14 | 25.4863 | 0.687026 | 1.75576e-05 | -8.78668e-08 | 66757.3 | 2.21597e-05 | 9.20926e-06 | 0.000144421 | 5.88325e-05 | 5.12629e-05 | -2.55219e-06 | -4.89743e-05 | 
[I][2017-05-13 16:37:44] 15 | 25.4851 | 0.791469 | 3.28543e-05 | 5.25657e-06 | 66161.4 | 3.86381e-05 | 1.52966e-05 | 0.000203254 | 5.95546e-05 | 6.04128e-05 | -3.4252e-06 | -4.12179e-05 | 
[I][2017-05-13 16:37:44] 16 | 25.484 | 0.89323 | 5.50847e-05 | 1.09668e-05 | 69627 | 6.2187e-05 | 2.22305e-05 | 0.000262808 | 5.55582e-05 | 6.48557e-05 | -4.45761e-06 | -2.74978e-05 | 
[I][2017-05-13 16:37:44] 17 | 25.4833 | 0.989762 | 8.5043e-05 | 1.69023e-05 | 73193.7 | 9.36623e-05 | 2.99583e-05 | 0.000318366 | 5.19075e-05 | 6.77001e-05 | -5.85996e-06 | -1.11331e-05 | 
[I][2017-05-13 16:37:44] 18 | 25.483 | 1.08214 | 0.00012376 | 2.33916e-05 | 73001 | 0.000134132 | 3.87173e-05 | 0.000370274 | 5.20939e-05 | 7.16961e-05 | -8.02496e-06 | 6.50374e-06 | 
[I][2017-05-13 16:37:44] 19 | 25.4832 | 1.17179 | 0.00017197 | 3.02798e-05 | 67071.1 | 0.000184325 | 4.82095e-05 | 0.000422368 | 5.84583e-05 | 7.87626e-05 | -1.18312e-05 | 2.3908e-05 | 
[I][2017-05-13 16:37:44] 20 | 25.4838 | 1.25992 | 0.000228227 | 3.5704e-05 | 59336 | 0.000242782 | 5.62572e-05 | 0.000480826 | 6.90638e-05 | 8.6541e-05 | -1.79156e-05 | 3.84867e-05 | 
[I][2017-05-13 16:37:44] 21 | 25.4848 | 1.3466 | 0.000290848 | 3.93556e-05 | 52262.8 | 0.000307838 | 6.26214e-05 | 0.00054989 | 8.20827e-05 | 9.36882e-05 | -2.64687e-05 | 5.08473e-05 | 
[I][2017-05-13 16:37:44] 22 | 25.4861 | 1.4322 | 0.00035874 | 4.17198e-05 | 46100.8 | 0.000378432 | 6.78917e-05 | 0.000631973 | 9.73598e-05 | 0.000100155 | -3.77319e-05 | 6.27361e-05 | 
[I][2017-05-13 16:37:44] 23 | 25.4877 | 1.51727 | 0.000430062 | 4.22829e-05 | 41064.9 | 0.000452738 | 7.1322e-05 | 0.000729333 | 0.000113954 | 0.000104875 | -5.1714e-05 | 7.36876e-05 | 
[I][2017-05-13 16:37:44] 24 | 25.4895 | 1.60197 | 0.000501851 | 4.03595e-05 | 37256.5 | 0.000527759 | 7.17884e-05 | 0.000843287 | 0.000130088 | 0.000106648 | -6.77777e-05 | 8.22085e-05 | 
[I][2017-05-13 16:37:44] 25 | 25.4916 | 1.68584 | 0.000569669 | 3.51116e-05 | 34846.8 | 0.000598959 | 6.78189e-05 | 0.000973375 | 0.000142478 | 0.000104032 | -8.40671e-05 | 8.53698e-05 | 
[I][2017-05-13 16:37:44] 26 | 25.4938 | 1.76769 | 0.000629478 | 2.70426e-05 | 33686.4 | 0.000662177 | 5.98082e-05 | 0.00111585 | 0.000149196 | 9.74629e-05 | -9.83799e-05 | 8.20449e-05 | 
[I][2017-05-13 16:37:45] 27 | 25.4959 | 1.84666 | 0.000678369 | 1.70045e-05 | 33682 | 0.000714407 | 4.88918e-05 | 0.00126505 | 0.000149223 | 8.79005e-05 | -0.000108674 | 7.17864e-05 | 
[I][2017-05-13 16:37:45] 28 | 25.4977 | 1.92284 | 0.000713716 | 5.03892e-06 | 35163.8 | 0.000752941 | 3.53462e-05 | 0.00141427 | 0.000140733 | 7.53585e-05 | -0.000112702 | 5.246e-05 | 
[I][2017-05-13 16:37:45] 29 | 25.4991 | 1.99728 | 0.000740192 | -3.51742e-06 | 35964.4 | 0.000782582 | 2.64764e-05 | 0.00155501 | 0.000136488 | 6.71328e-05 | -0.000116459 | 3.87737e-05 | 
[I][2017-05-13 16:37:45] 30 | 25.5001 | 2.07233 | 0.000768223 | -2.41853e-06 | 33700.2 | 0.000813844 | 2.80306e-05 | 0.00169149 | 0.000149113 | 6.92999e-05 | -0.00012771 | 5.11544e-05 | 
[I][2017-05-13 16:37:45] 31 | 25.5014 | 2.14332 | 0.000800918 | 1.33301e-06 | 30592.2 | 0.000849901 | 3.2695e-05 | 0.00184061 | 0.000170094 | 7.53805e-05 | -0.00014407 | 7.26882e-05 | 
[I][2017-05-13 16:37:45] 32 | 25.5032 | 2.2101 | 0.000844782 | 7.76508e-06 | 26184.6 | 0.000897682 | 4.3864e-05 | 0.0020107 | 0.000210191 | 8.79265e-05 | -0.000173049 | 0.000108418 | 
