[I][2017-05-13 16:37:39] dt, x, y, avg_d, avg_ds, int_d, int_ds, sigma_x, sigma_y, int_s
[I][2017-05-13 16:37:39] 1 | 26.4706 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:37:39] 2 | 26.4706 | 0 | -4.14838e-12 | 4.35735e-10 | 0 | 1.81918e-08 | 0.110597 | -0.01995 | 0.545754 | 
[I][2017-05-13 16:37:40] 3 | 26.4706 | 1.88934e-05 | -3.15446e-09 | -2.52154e-09 | 1.81918e-08 | 3.94425e-08 | 0.137645 | -0.0397166 | 1.18328 | 
[I][2017-05-13 16:37:40] 4 | 26.4706 | 6.82558e-05 | -4.65727e-09 | -1.71489e-08 | 5.76343e-08 | 1.39323e-07 | 0.29012 | -0.0526128 | 4.00211 | 
[I][2017-05-13 16:37:40] 5 | 26.4706 | 0.00055872 | -1.08884e-08 | -6.1531e-08 | 1.96957e-07 | 6.29132e-07 | 0.407311 | -0.0736603 | 4.00211 | 
[I][2017-05-13 16:37:41] 6 | 26.4705 | 0.00244096 | -9.47484e-09 | -1.22722e-07 | 8.26089e-07 | 1.57252e-06 | 0.547941 | -0.0936867 | 4.51188 | 
[I][2017-05-13 16:37:42] 7 | 26.4704 | 0.00695567 | 4.82931e-08 | -1.95749e-07 | 2.39861e-06 | 3.17043e-06 | 0.743478 | -0.113022 | 5.43289 | 
[I][2017-05-13 16:37:42] 8 | 26.4701 | 0.0161523 | 1.81745e-07 | -3.22839e-07 | 5.56904e-06 | 5.72032e-06 | 0.948704 | -0.132768 | 6.35312 | 
[I][2017-05-13 16:37:43] 9 | 26.4695 | 0.0326645 | 4.32866e-07 | -5.01415e-07 | 1.12894e-05 | 9.52182e-06 | 1.21414 | -0.153448 | 7.27161 | 
[I][2017-05-13 16:37:43] 10 | 26.4687 | 0.0597734 | 1.02313e-06 | -5.71833e-07 | 2.08112e-05 | 1.49243e-05 | 1.66885 | -0.175936 | 8.18751 | 
[I][2017-05-13 16:37:43] 11 | 26.4673 | 0.101329 | 2.28831e-06 | -4.17697e-07 | 3.57354e-05 | 2.22757e-05 | 2.37342 | -0.202494 | 9.08682 | 
[I][2017-05-13 16:37:43] 12 | 26.4653 | 0.160968 | 4.98977e-06 | 4.80044e-07 | 5.80111e-05 | 3.13723e-05 | 3.46497 | -0.237797 | 9.90577 | 
[I][2017-05-13 16:37:43] 13 | 26.4626 | 0.23947 | 1.00752e-05 | 2.47645e-06 | 8.93832e-05 | 4.13657e-05 | 4.98876 | -0.288242 | 10.5811 | 
[I][2017-05-13 16:37:44] 14 | 26.4594 | 0.332544 | 1.91406e-05 | 6.27543e-06 | 0.000130748 | 4.88418e-05 | 6.75532 | -0.359109 | 11.0269 | 
[I][2017-05-13 16:37:44] 15 | 26.4559 | 0.430715 | 3.38559e-05 | 1.16975e-05 | 0.000179589 | 5.13127e-05 | 8.28686 | -0.461103 | 11.2404 | 
[I][2017-05-13 16:37:44] 16 | 26.4526 | 0.526416 | 5.51598e-05 | 1.78941e-05 | 0.0002309 | 5.13252e-05 | 9.48867 | -0.611042 | 11.3226 | 
[I][2017-05-13 16:37:44] 17 | 26.4499 | 0.617307 | 8.38883e-05 | 2.47416e-05 | 0.000282223 | 5.22146e-05 | 10.4317 | -0.817174 | 11.4138 | 
[I][2017-05-13 16:37:44] 18 | 26.4476 | 0.704436 | 0.000121046 | 3.24432e-05 | 0.000334435 | 5.63766e-05 | 11.1102 | -1.07971 | 11.6384 | 
[I][2017-05-13 16:37:44] 19 | 26.4459 | 0.789181 | 0.000167454 | 4.08852e-05 | 0.000390809 | 6.56624e-05 | 11.4753 | -1.41948 | 12.0884 | 
[I][2017-05-13 16:37:44] 20 | 26.4448 | 0.872671 | 0.000221974 | 4.82073e-05 | 0.000456468 | 7.86426e-05 | 11.5107 | -1.86808 | 12.6598 | 
[I][2017-05-13 16:37:44] 21 | 26.4441 | 0.954961 | 0.000283223 | 5.41114e-05 | 0.000535109 | 9.40625e-05 | 11.3556 | -2.41253 | 13.2652 | 
[I][2017-05-13 16:37:44] 22 | 26.4438 | 1.03638 | 0.000350348 | 5.90813e-05 | 0.00062917 | 0.000111928 | 11.1014 | -3.02923 | 13.8872 | 
