[I][2017-05-13 16:35:50] dt, x, y, avg_d, avg_ds, int_d, int_ds, sigma_x, sigma_y, int_s
[I][2017-05-13 16:35:50] -nan | 26.4706 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:35:50] -nan | 26.4706 | 0 | -4.14838e-12 | 4.35735e-10 | 0 | 1.81918e-08 | 0.110597 | -0.01995 | 0.545754 | 
[I][2017-05-13 16:35:50] -nan | 26.4706 | 1.88934e-05 | -3.21617e-09 | -2.57828e-09 | 1.81918e-08 | 3.94409e-08 | 0.13587 | -0.0397183 | 1.18323 | 
[I][2017-05-13 16:35:50] -nan | 26.4706 | 6.81422e-05 | -4.87515e-09 | -1.73023e-08 | 5.76327e-08 | 1.39396e-07 | 0.288778 | -0.0525812 | 4.00211 | 
[I][2017-05-13 16:35:50] -nan | 26.4706 | 0.000558487 | -1.18548e-08 | -6.22336e-08 | 1.97029e-07 | 6.29103e-07 | 0.404976 | -0.0736157 | 4.00211 | 
[I][2017-05-13 16:35:50] -nan | 26.4705 | 0.00243882 | -1.51777e-08 | -1.2694e-07 | 8.26133e-07 | 1.57026e-06 | 0.5392 | -0.0936116 | 4.51023 | 
[I][2017-05-13 16:35:51] -nan | 26.4704 | 0.00693552 | 3.9512e-08 | -1.984e-07 | 2.39639e-06 | 3.1683e-06 | 0.740036 | -0.112941 | 5.43196 | 
[I][2017-05-13 16:35:51] -nan | 26.4701 | 0.0161177 | 1.70612e-07 | -3.26131e-07 | 5.56468e-06 | 5.72927e-06 | 0.947181 | -0.132651 | 6.35577 | 
[I][2017-05-13 16:35:51] -nan | 26.4695 | 0.0326623 | 4.16555e-07 | -5.08956e-07 | 1.1294e-05 | 9.54278e-06 | 1.21108 | -0.153299 | 7.27583 | 
[I][2017-05-13 16:35:51] -nan | 26.4687 | 0.0598519 | 9.9739e-07 | -5.84163e-07 | 2.08367e-05 | 1.49518e-05 | 1.66562 | -0.175727 | 8.19141 | 
[I][2017-05-13 16:35:51] -nan | 26.4673 | 0.101505 | 2.23541e-06 | -4.4759e-07 | 3.57885e-05 | 2.23088e-05 | 2.36672 | -0.20215 | 9.0899 | 
[I][2017-05-13 16:35:51] -nan | 26.4653 | 0.161235 | 4.86568e-06 | 4.07098e-07 | 5.80973e-05 | 3.14044e-05 | 3.44981 | -0.237109 | 9.90697 | 
[I][2017-05-13 16:35:51] -nan | 26.4626 | 0.239796 | 9.79266e-06 | 2.31741e-06 | 8.95015e-05 | 4.13792e-05 | 4.95836 | -0.286819 | 10.5786 | 
[I][2017-05-13 16:35:51] -nan | 26.4593 | 0.332895 | 1.86079e-05 | 6.02713e-06 | 0.00013088 | 4.88431e-05 | 6.7152 | -0.356268 | 11.0219 | 
[I][2017-05-13 16:35:51] -nan | 26.4558 | 0.431079 | 3.31027e-05 | 1.14827e-05 | 0.000179722 | 5.12959e-05 | 8.25692 | -0.455939 | 11.2362 | 
[I][2017-05-13 16:35:51] -nan | 26.4526 | 0.526738 | 5.43939e-05 | 1.78844e-05 | 0.000231016 | 5.12823e-05 | 9.48851 | -0.603764 | 11.3198 | 
[I][2017-05-13 16:35:51] -nan | 26.4498 | 0.617546 | 8.36804e-05 | 2.52684e-05 | 0.000282296 | 5.2357e-05 | 10.4899 | -0.808688 | 11.4225 | 
[I][2017-05-13 16:35:51] -nan | 26.4476 | 0.704907 | 0.000122546 | 3.40441e-05 | 0.000334651 | 5.73784e-05 | 11.238 | -1.07193 | 11.6897 | 
