[I][2017-05-13 16:35:50] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:35:50] -nan | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:35:51] -nan | 25.4884 | 0.504803 | 3.38236e-06 | -5.10804e-06 | 96576.5 | 5.89214e-06 | 2.23577e-06 | 5.98743e-05 | 3.55978e-05 | 2.29495e-05 | -1.16268e-06 | -3.71109e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.4875 | 0.588355 | 8.06125e-06 | -3.97014e-06 | 76015.8 | 1.15751e-05 | 4.67889e-06 | 9.5472e-05 | 4.93032e-05 | 3.67164e-05 | -1.76268e-06 | -4.68642e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.4863 | 0.687394 | 1.702e-05 | -3.30609e-07 | 66639 | 2.16246e-05 | 8.95874e-06 | 0.000144775 | 5.89747e-05 | 5.10067e-05 | -2.5328e-06 | -4.94657e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.485 | 0.791852 | 3.20963e-05 | 5.05569e-06 | 66078.7 | 3.78808e-05 | 1.50763e-05 | 0.00020375 | 5.9656e-05 | 6.02042e-05 | -3.39032e-06 | -4.16468e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.484 | 0.893571 | 5.43148e-05 | 1.09646e-05 | 69655.4 | 6.14167e-05 | 2.22185e-05 | 0.000263406 | 5.55273e-05 | 6.48125e-05 | -4.40511e-06 | -2.75135e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.4833 | 0.990015 | 8.48412e-05 | 1.73739e-05 | 73245.2 | 9.34709e-05 | 3.05264e-05 | 0.000318933 | 5.18578e-05 | 6.81034e-05 | -5.80232e-06 | -1.01795e-05 | 
[I][2017-05-13 16:35:51] -nan | 25.483 | 1.08263 | 0.000125307 | 2.48047e-05 | 72395.4 | 0.000135723 | 4.04653e-05 | 0.000370791 | 5.26877e-05 | 7.31953e-05 | -8.05184e-06 | 9.27072e-06 | 
[I][2017-05-13 16:35:51] -nan | 25.4832 | 1.17315 | 0.000176388 | 3.25813e-05 | 65370.7 | 0.00018884 | 5.10815e-05 | 0.000423479 | 6.05368e-05 | 8.16687e-05 | -1.22171e-05 | 2.82924e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.484 | 1.2626 | 0.000236505 | 3.86826e-05 | 56976.8 | 0.00025124 | 6.01169e-05 | 0.000484016 | 7.29833e-05 | 9.08182e-05 | -1.90298e-05 | 4.42596e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.4851 | 1.35117 | 0.000306508 | 4.48442e-05 | 48523.4 | 0.000323865 | 7.00027e-05 | 0.000556999 | 9.08065e-05 | 0.000101916 | -2.93e-05 | 6.19167e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.4867 | 1.44048 | 0.000387033 | 5.06859e-05 | 40917.5 | 0.000407468 | 8.0525e-05 | 0.000647805 | 0.000114513 | 0.000114024 | -4.42891e-05 | 8.23225e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.4888 | 1.53215 | 0.000476471 | 5.44444e-05 | 34785.9 | 0.000500513 | 8.94384e-05 | 0.000762318 | 0.000142817 | 0.00012437 | -6.49293e-05 | 0.000103893 | 
[I][2017-05-13 16:35:52] -nan | 25.4914 | 1.62656 | 0.000568327 | 5.28235e-05 | 30627 | 0.000596418 | 9.18559e-05 | 0.000905136 | 0.000169831 | 0.000128096 | -8.99346e-05 | 0.000120309 | 
[I][2017-05-13 16:35:52] -nan | 25.4945 | 1.72165 | 0.000650497 | 4.27163e-05 | 28878.6 | 0.00068272 | 8.21703e-05 | 0.00107497 | 0.000183972 | 0.000120164 | -0.000113159 | 0.000121143 | 
[I][2017-05-13 16:35:52] -nan | 25.4976 | 1.81204 | 0.000709128 | 2.35552e-05 | 30294.2 | 0.000745051 | 5.86307e-05 | 0.00125894 | 0.000172375 | 9.88238e-05 | -0.000123697 | 9.55386e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.5 | 1.89282 | 0.000741193 | 1.53533e-06 | 34729.6 | 0.000780343 | 3.20651e-05 | 0.00143131 | 0.000143132 | 7.31193e-05 | -0.000119234 | 5.07208e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.5013 | 1.97043 | 0.000747104 | -2.18323e-05 | 42919.7 | 0.000789192 | 5.91057e-06 | 0.00157445 | 0.000107307 | 4.73554e-05 | -0.000103513 | -9.33879e-06 | 
[I][2017-05-13 16:35:52] -nan | 25.5011 | 2.05468 | 0.000753764 | -2.18077e-05 | 41818.7 | 0.000798863 | 6.66004e-06 | 0.00168175 | 0.000111168 | 4.67387e-05 | -0.000106994 | -5.16786e-06 | 
[I][2017-05-13 16:35:52] -nan | 25.5009 | 2.13635 | 0.000781665 | -3.98707e-07 | 33040.6 | 0.000829788 | 2.79012e-05 | 0.00179292 | 0.000153178 | 6.76915e-05 | -0.000131356 | 6.24684e-05 | 
[I][2017-05-13 16:35:52] -nan | 25.5025 | 2.1969 | 0.000835825 | 2.15246e-05 | 25056.9 | 0.000887518 | 5.41597e-05 | 0.0019461 | 0.000223165 | 9.80881e-05 | -0.000173783 | 0.000140269 | 
[I][2017-05-13 16:35:52] -nan | 25.5061 | 2.25084 | 0.00105281 | 0.000157255 | 9257.51 | 0.00111145 | 0.000216987 | 0.00216926 | 0.000864909 | 0.000277899 | -0.00060404 | 0.000797905 | 
[I][2017-05-13 16:35:52] -nan | 25.5264 | 2.2603 | 0.000476526 | -0.000669922 | 7151 | 0.000545901 | -0.000576285 | 0.00303417 | 0.00122892 | 9.69856e-05 | -0.000228308 | -0.00187844 | 
[I][2017-05-13 16:35:52] -nan | 25.4785 | 2.81162 | -0.000176149 | -0.0011214 | 2505.86 | -5.55205e-05 | -0.000652675 | 0.0042631 | 0.00511836 | 0.000990679 | 0.00177466 | -0.00612955 | 
[I][2017-05-13 16:35:52] -nan | 25.3223 | 4.51004 | 0.000429185 | 0.000698333 | 3751.87 | 0.000540254 | 0.000605334 | 0.00938145 | 0.00295555 | 0.00012039 | -0.0015173 | 0.00349191 | 
[I][2017-05-13 16:35:52] -nan | 25.4107 | 4.45332 | 0.00241688 | -0.00247702 | 88.7529 | 0.00303175 | 0.0019877 | 0.012337 | 0.481918 | -0.0433902 | -0.397834 | 0.433793 | 
[I][2017-05-13 16:35:52] -nan | 36.4338 | -29.9748 | 0.00201477 | -0.000384082 | 33396.7 | 0.00261349 | -0.000402107 | 0.494255 | 0.00015096 | -0.000370189 | -0.000279687 | -0.000502369 | 
[I][2017-05-13 16:35:52] -nan | 36.4154 | -31.3463 | 0.00152043 | -0.000502115 | 30211.9 | 0.00211362 | -0.000494341 | 0.494406 | 0.000173014 | -0.000430994 | -0.000596704 | -0.000478646 | 
[I][2017-05-13 16:35:52] -nan | 36.398 | -29.8069 | 0.00125997 | -0.000254217 | 65562.1 | 0.0018463 | -0.000260467 | 0.494579 | 6.02964e-05 | -0.000225771 | -0.000266977 | -0.000269903 | 
[I][2017-05-13 16:35:53] -nan | 36.3882 | -28.8759 | 0.00109511 | -0.000162962 | 111054 | 0.00167798 | -0.00016486 | 0.494639 | 2.94366e-05 | -0.000147614 | -0.000173393 | -0.00016788 | 
[I][2017-05-13 16:35:53] -nan | 36.3821 | -28.131 | 0.000987277 | -0.000112582 | 127135 | 0.00157073 | -0.00010783 | 0.494668 | 2.44898e-05 | -9.9473e-05 | -0.00013584 | -0.000102434 | 
[I][2017-05-13 16:35:53] -nan | 36.3784 | -27.5205 | 0.000901882 | -8.61367e-05 | 170253 | 0.00148519 | -8.53943e-05 | 0.494693 | 1.64599e-05 | -7.63679e-05 | -8.73392e-05 | -9.47028e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3749 | -26.9969 | 0.000843365 | -6.36955e-05 | 74859.9 | 0.00142617 | -5.85171e-05 | 0.494709 | 5.03419e-05 | -4.85146e-05 | -7.98601e-05 | -6.27117e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3726 | -26.5372 | 0.000795046 | -4.86519e-05 | 218899 | 0.00137808 | -4.83189e-05 | 0.49476 | 1.16929e-05 | -4.22468e-05 | -4.49235e-05 | -5.87855e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3705 | -26.1237 | 0.000761226 | -3.15056e-05 | 190686 | 0.00134323 | -3.38206e-05 | 0.494771 | 1.41077e-05 | -2.58345e-05 | -2.41115e-05 | -4.45709e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3689 | -25.7467 | 0.000732785 | -2.71334e-05 | 229244 | 0.00131428 | -2.84403e-05 | 0.494785 | 1.09809e-05 | -2.32262e-05 | -2.20346e-05 | -3.61392e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3676 | -25.398 | 0.000707783 | -2.43174e-05 | 267955 | 0.00128926 | -2.50019e-05 | 0.494796 | 8.8806e-06 | -2.23006e-05 | -1.98798e-05 | -3.07718e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3664 | -25.0723 | 0.000685435 | -2.16397e-05 | 291224 | 0.00126701 | -2.23486e-05 | 0.494805 | 7.92937e-06 | -2.04062e-05 | -1.70077e-05 | -2.75051e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3654 | -24.7654 | 0.000663095 | -2.29443e-05 | 368011 | 0.0012446 | -2.23396e-05 | 0.494813 | 5.76714e-06 | -1.89195e-05 | -2.15147e-05 | -2.83987e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3644 | -24.4739 | 0.000640185 | -2.27875e-05 | 353148 | 0.00122166 | -2.29098e-05 | 0.494819 | 6.09987e-06 | -1.96174e-05 | -1.99424e-05 | -2.88028e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3634 | -24.1961 | 0.00061913 | -2.06705e-05 | 299488 | 0.00120057 | -2.10559e-05 | 0.494825 | 7.63316e-06 | -1.94458e-05 | -1.53276e-05 | -2.72382e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3624 | -23.9298 | 0.000542624 | -7.96942e-05 | 88984.3 | 0.00112867 | -7.65056e-05 | 0.494833 | 3.97925e-05 | -7.37653e-05 | -0.000111725 | -5.3592e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3604 | -23.9246 | 0.000479537 | -6.44582e-05 | 108888 | 0.00106901 | -6.30873e-05 | 0.494873 | 3.0236e-05 | -5.87928e-05 | -8.95786e-05 | -4.50031e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3588 | -23.9193 | 0.000422565 | -5.9494e-05 | 114993 | 0.00101524 | -5.69717e-05 | 0.494903 | 2.80735e-05 | -5.41016e-05 | -8.48078e-05 | -3.95726e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3573 | -23.9138 | 0.000366683 | -6.03566e-05 | 109474 | 0.000962622 | -5.58818e-05 | 0.494931 | 3.00164e-05 | -5.13697e-05 | -8.90265e-05 | -4.06736e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3559 | -23.9079 | 0.000313492 | -5.94017e-05 | 104862 | 0.000912514 | -5.31908e-05 | 0.494961 | 3.18265e-05 | -4.67066e-05 | -9.07787e-05 | -4.07198e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3544 | -23.9018 | 0.000266284 | -5.97719e-05 | 77625.3 | 0.000869116 | -4.72079e-05 | 0.494993 | 4.79177e-05 | -3.85376e-05 | -0.000107311 | -3.34665e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3532 | -23.8957 | 0.000223151 | -5.54547e-05 | 81304.4 | 0.000829106 | -4.31331e-05 | 0.495041 | 4.49919e-05 | -3.32847e-05 | -9.99602e-05 | -3.31193e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.352 | -23.8895 | 0.000180445 | -5.50623e-05 | 81501.3 | 0.000789745 | -4.27067e-05 | 0.495086 | 4.4844e-05 | -3.29025e-05 | -9.94946e-05 | -3.27897e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3508 | -23.8833 | 0.000141523 | -5.14534e-05 | 79286.9 | 0.000754088 | -3.89216e-05 | 0.49513 | 4.65565e-05 | -2.83585e-05 | -9.73131e-05 | -2.86887e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3497 | -23.8772 | 0.00010573 | -4.71276e-05 | 86521.4 | 0.000721041 | -3.57926e-05 | 0.495177 | 4.13415e-05 | -2.56197e-05 | -8.77844e-05 | -2.79789e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3487 | -23.8711 | 7.21049e-05 | -4.45141e-05 | 89969.5 | 0.000689887 | -3.36255e-05 | 0.495218 | 3.92008e-05 | -2.37941e-05 | -8.29968e-05 | -2.67512e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3477 | -23.8651 | 4.16336e-05 | -4.64143e-05 | 67513.2 | 0.000662796 | -3.04714e-05 | 0.495258 | 5.79381e-05 | -1.79448e-05 | -0.000101723 | -1.95751e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.347 | -23.8593 | 1.32022e-05 | -4.09699e-05 | 80844.9 | 0.000637028 | -2.84314e-05 | 0.495315 | 4.53401e-05 | -1.80042e-05 | -8.45112e-05 | -2.03942e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3463 | -23.8535 | -1.41263e-05 | -3.86967e-05 | 87434.9 | 0.000612078 | -2.73285e-05 | 0.495361 | 4.0755e-05 | -1.67878e-05 | -7.77647e-05 | -2.15378e-05 | 
[I][2017-05-13 16:35:53] -nan | 36.3455 | -23.8478 | -4.00401e-05 | -3.65019e-05 | 92183.6 | 0.000588445 | -2.59138e-05 | 0.495402 | 3.79254e-05 | -1.64632e-05 | -7.26241e-05 | -2.04184e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3448 | -23.8421 | -6.59623e-05 | -3.47405e-05 | 108638 | 0.000564334 | -2.59222e-05 | 0.495439 | 3.0331e-05 | -1.7181e-05 | -6.41359e-05 | -2.29045e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3439 | -23.8365 | -9.06189e-05 | -3.30713e-05 | 112629 | 0.000541409 | -2.46566e-05 | 0.49547 | 2.88782e-05 | -1.62492e-05 | -6.09773e-05 | -2.19874e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3431 | -23.831 | -0.0001141 | -3.15127e-05 | 116676 | 0.000519587 | -2.34813e-05 | 0.495499 | 2.75239e-05 | -1.53996e-05 | -5.80294e-05 | -2.1109e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3424 | -23.8256 | -0.000136481 | -3.00503e-05 | 120756 | 0.0004988 | -2.23812e-05 | 0.495526 | 2.62663e-05 | -1.46076e-05 | -5.52726e-05 | -2.02706e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3416 | -23.8204 | -0.000157844 | -2.86937e-05 | 124842 | 0.00047897 | -2.13623e-05 | 0.495552 | 2.51036e-05 | -1.38552e-05 | -5.2713e-05 | -1.95127e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3409 | -23.8152 | -0.000178274 | -2.74511e-05 | 128885 | 0.000460011 | -2.04306e-05 | 0.495578 | 2.40384e-05 | -1.31344e-05 | -5.03635e-05 | -1.88556e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3402 | -23.8101 | -0.000197866 | -2.63284e-05 | 132932 | 0.000441829 | -1.9592e-05 | 0.495602 | 2.30481e-05 | -1.24381e-05 | -4.82135e-05 | -1.83335e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3396 | -23.8051 | -0.000216707 | -2.53392e-05 | 136640 | 0.000424341 | -1.88404e-05 | 0.495625 | 2.22015e-05 | -1.17824e-05 | -4.63435e-05 | -1.78917e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3389 | -23.8002 | -0.000234993 | -2.46982e-05 | 137244 | 0.000407296 | -1.82861e-05 | 0.495647 | 2.20685e-05 | -1.14717e-05 | -4.55649e-05 | -1.70579e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3383 | -23.7954 | -0.000252745 | -2.39559e-05 | 141353 | 0.000390746 | -1.77524e-05 | 0.495669 | 2.12003e-05 | -1.10614e-05 | -4.3944e-05 | -1.68622e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3377 | -23.7907 | -0.000270061 | -2.33599e-05 | 145112 | 0.000374592 | -1.73157e-05 | 0.49569 | 2.04567e-05 | -1.05393e-05 | -4.25927e-05 | -1.69478e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3371 | -23.786 | -0.000286943 | -2.27634e-05 | 149006 | 0.00035883 | -1.68822e-05 | 0.495711 | 1.97328e-05 | -1.00166e-05 | -4.12363e-05 | -1.70373e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3364 | -23.7814 | -0.000302871 | -2.17369e-05 | 150033 | 0.000344036 | -1.59281e-05 | 0.49573 | 1.95493e-05 | -9.43706e-06 | -3.98642e-05 | -1.59095e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3359 | -23.7769 | -0.000318374 | -2.0982e-05 | 156893 | 0.000329627 | -1.55024e-05 | 0.49575 | 1.83956e-05 | -9.61945e-06 | -3.80441e-05 | -1.52823e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3353 | -23.7725 | -0.000333448 | -2.0295e-05 | 162898 | 0.000315535 | -1.50744e-05 | 0.495768 | 1.7479e-05 | -8.91099e-06 | -3.64198e-05 | -1.55542e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3347 | -23.7681 | -0.000348031 | -1.95226e-05 | 170029 | 0.000301883 | -1.45828e-05 | 0.495786 | 1.64894e-05 | -8.66625e-06 | -3.46187e-05 | -1.52829e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3342 | -23.7638 | -0.000362173 | -1.8822e-05 | 177365 | 0.000288623 | -1.41423e-05 | 0.495802 | 1.55685e-05 | -8.415e-06 | -3.29527e-05 | -1.50983e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3336 | -23.7596 | -0.000375912 | -1.81727e-05 | 184972 | 0.000275716 | -1.37394e-05 | 0.495818 | 1.47039e-05 | -8.1731e-06 | -3.13838e-05 | -1.49613e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3331 | -23.7555 | -0.000389302 | -1.75981e-05 | 192626 | 0.000263112 | -1.33892e-05 | 0.495833 | 1.39147e-05 | -7.91243e-06 | -2.99478e-05 | -1.4934e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3326 | -23.7514 | -0.000402351 | -1.70238e-05 | 201474 | 0.00025083 | -1.30494e-05 | 0.495846 | 1.30899e-05 | -7.70933e-06 | -2.84284e-05 | -1.49335e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.332 | -23.7473 | -0.0004151 | -1.65449e-05 | 208694 | 0.00023881 | -1.27485e-05 | 0.49586 | 1.24777e-05 | -7.49203e-06 | -2.72514e-05 | -1.48912e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3315 | -23.7433 | -0.000427573 | -1.61066e-05 | 215712 | 0.000227031 | -1.24731e-05 | 0.495872 | 1.19286e-05 | -7.27783e-06 | -2.61682e-05 | -1.48737e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3309 | -23.7394 | -0.000439793 | -1.57061e-05 | 222423 | 0.000215471 | -1.22207e-05 | 0.495884 | 1.14416e-05 | -7.0701e-06 | -2.51761e-05 | -1.48721e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3304 | -23.7355 | -0.000451786 | -1.53451e-05 | 228717 | 0.000204109 | -1.19931e-05 | 0.495895 | 1.10154e-05 | -6.86854e-06 | -2.42737e-05 | -1.4893e-05 | 
[I][2017-05-13 16:35:54] -nan | 36.3299 | -23.7316 | -0.000463577 | -1.50246e-05 | 234461 | 0.000192923 | -1.17911e-05 | 0.495906 | 1.06498e-05 | -6.67311e-06 | -2.34607e-05 | -1.49399e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3293 | -23.7278 | -0.00047519 | -1.47402e-05 | 239624 | 0.000181891 | -1.16123e-05 | 0.495917 | 1.03389e-05 | -6.48642e-06 | -2.27272e-05 | -1.50069e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3288 | -23.724 | -0.000486594 | -1.43626e-05 | 246843 | 0.000171013 | -1.14041e-05 | 0.495927 | 9.92968e-06 | -6.40244e-06 | -2.18957e-05 | -1.47898e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3282 | -23.7203 | -0.000497791 | -1.40386e-05 | 252836 | 0.000160319 | -1.11975e-05 | 0.495937 | 9.6108e-06 | -6.16599e-06 | -2.10704e-05 | -1.48793e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3277 | -23.7166 | -0.000509099 | -1.39974e-05 | 258525 | 0.00014948 | -1.13077e-05 | 0.495947 | 9.32423e-06 | -6.0775e-06 | -2.02891e-05 | -1.56255e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3271 | -23.7129 | -0.000520461 | -1.40853e-05 | 256555 | 0.000138592 | -1.1362e-05 | 0.495956 | 9.42173e-06 | -5.9859e-06 | -2.03695e-05 | -1.59005e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3265 | -23.7093 | -0.000531591 | -1.38788e-05 | 255572 | 0.000127948 | -1.11299e-05 | 0.495966 | 9.47111e-06 | -5.71095e-06 | -2.01155e-05 | -1.581e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.326 | -23.7057 | -0.000542373 | -1.343e-05 | 260564 | 0.000117635 | -1.07818e-05 | 0.495975 | 9.22506e-06 | -5.46655e-06 | -1.92837e-05 | -1.55396e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3254 | -23.7022 | -0.000553246 | -1.35253e-05 | 258047 | 0.000107225 | -1.08738e-05 | 0.495984 | 9.34771e-06 | -5.3864e-06 | -1.92756e-05 | -1.59139e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3248 | -23.6988 | -0.000563791 | -1.29988e-05 | 267375 | 9.71141e-05 | -1.05448e-05 | 0.495994 | 8.90681e-06 | -5.40945e-06 | -1.8295e-05 | -1.5292e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3243 | -23.6954 | -0.000574318 | -1.30203e-05 | 263928 | 8.70273e-05 | -1.05271e-05 | 0.496003 | 9.06546e-06 | -5.26534e-06 | -1.83328e-05 | -1.54627e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3237 | -23.6919 | -0.000580808 | -1.70559e-05 | 194962 | 8.08858e-05 | -1.29801e-05 | 0.496012 | 1.36883e-05 | -5.84316e-06 | -2.70773e-05 | -1.82473e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3234 | -23.689 | -0.000587117 | -1.65691e-05 | 199218 | 7.49141e-05 | -1.26176e-05 | 0.496019 | 1.3292e-05 | -5.46639e-06 | -2.61184e-05 | -1.81224e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.323 | -23.6862 | -0.000593479 | -1.67937e-05 | 195683 | 6.88944e-05 | -1.27236e-05 | 0.496025 | 1.36197e-05 | -5.38496e-06 | -2.65838e-05 | -1.84123e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3227 | -23.6835 | -0.000599734 | -1.65119e-05 | 197619 | 6.29745e-05 | -1.25107e-05 | 0.496032 | 1.34385e-05 | -5.27754e-06 | -2.6121e-05 | -1.81371e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3224 | -23.6808 | -0.000605772 | -1.58801e-05 | 204202 | 5.72586e-05 | -1.2075e-05 | 0.496039 | 1.28525e-05 | -5.0402e-06 | -2.48623e-05 | -1.77379e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3221 | -23.6781 | -0.000611508 | -1.50371e-05 | 213050 | 5.1822e-05 | -1.14726e-05 | 0.496045 | 1.21318e-05 | -4.84242e-06 | -2.34228e-05 | -1.68462e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3218 | -23.6755 | -0.000617263 | -1.52017e-05 | 208891 | 4.63769e-05 | -1.15094e-05 | 0.496051 | 1.24616e-05 | -4.60219e-06 | -2.38214e-05 | -1.71814e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3214 | -23.673 | -0.000622838 | -1.45186e-05 | 219825 | 4.10773e-05 | -1.11498e-05 | 0.496057 | 1.16259e-05 | -4.57059e-06 | -2.21819e-05 | -1.68032e-05 | 
[I][2017-05-13 16:35:55] -nan | 36.3211 | -23.6705 | -0.000628455 | -1.47981e-05 | 212962 | 3.57551e-05 | -1.12345e-05 | 0.496063 | 1.21386e-05 | -4.44798e-06 | -2.2968e-05 | -1.69782e-05 | 
