1	0	1
1.00006	5.85823e-05	2
1.00021	0.00020669	3
1.00145	0.00144394	4
1.00646	0.00642902	5
1.01855	0.0184643	6
1.04292	0.0427275	7
1.08634	0.08596	8
1.15764	0.156875	9
1.26696	0.265523	10
1.42359	0.421131	11
1.62942	0.625637	12
1.8725	0.867319	13
2.12591	1.11954	14
2.36676	1.35959	15
2.58685	1.57924	16
2.78691	1.7791	17
2.96933	1.96149	18
3.13713	2.1293	19
3.29268	2.28489	20
3.43788	2.43014	21
3.5738	2.56614	22
3.70175	2.6942	23
3.82255	2.81517	24
3.93705	2.92991	25
4.04619	3.03934	26
4.15058	3.14406	27
4.25084	3.24469	28
4.34747	3.34172	29
4.44091	3.43559	30
4.53153	3.52667	31
4.61968	3.6153	32
4.70567	3.70178	33
4.78979	3.7864	34
4.81314	3.81101	35
4.94383	3.94178	36
4.97133	3.97089	37
5.0532	4.05293	38
5.1084	4.10868	39
5.23951	4.23989	40
5.22722	4.22963	41
5.33771	4.3402	42
5.38945	4.39262	43
5.49082	4.49413	44
5.52669	4.53091	45
5.62989	4.63424	46
5.67006	4.67522	47
5.77369	4.77901	48
5.81385	4.82	49
5.92017	4.92649	50
5.96157	4.96874	51
6.06875	5.0761	52
6.11222	5.1204	53
6.22109	5.22947	54
6.2629	5.27214	55
6.37126	5.38072	56
6.41714	5.42742	57
6.52662	5.53714	58
6.56777	5.57917	59
6.67598	5.68763	60
6.7256	5.73804	61
6.837	5.84971	62
6.87342	5.8871	63
6.9813	5.99526	64
7.03608	6.05079	65
7.14892	6.16394	66
7.17668	6.19279	67
7.28526	6.30168	68
7.34658	6.36371	69
7.45962	6.47712	70
7.48308	6.50174	71
7.59231	6.61131	72
7.65505	6.67476	73
7.76778	6.78791	74
7.79325	6.81453	75
7.90307	6.92474	76
7.96846	6.99087	77
8.08003	7.10292	78
8.11007	7.13409	79
8.21996	7.24441	80
8.28537	7.31061	81
8.39416	7.41994	82
8.43249	7.45933	83
8.54222	7.56957	84
8.60464	7.63284	85
8.70956	7.73837	86
8.75764	7.78744	87
8.86694	7.89732	88
8.924	7.95532	89
9.02733	8.0593	90
9.0814	8.11434	91
9.18802	8.22161	92
9.24224	8.27682	93
9.34529	8.38057	94
9.40389	8.44015	95
9.5068	8.54379	96
9.56127	8.59928	97
9.6639	8.70265	98
9.72332	8.76309	99
9.82435	8.8649	100
9.88273	8.92432	101
9.93261	8.97457	101.5
1	0	1
1.00006	5.85823e-05	2
1.00021	0.00020669	3
1.00145	0.00144394	4
1.00646	0.00642902	5
1.01855	0.0184643	6
1.04292	0.0427275	7
1.08634	0.08596	8
1.15764	0.156875	9
1.26696	0.265523	10
1.42359	0.421131	11
1.62942	0.625637	12
1.8725	0.867319	13
2.12591	1.11954	14
2.36676	1.35959	15
2.58685	1.57924	16
2.78691	1.7791	17
2.96933	1.96149	18
3.13713	2.1293	19
3.29268	2.28489	20
3.43788	2.43014	21
3.5738	2.56614	22
3.70175	2.6942	23
3.82255	2.81517	24
3.93705	2.92991	25
4.04619	3.03934	26
4.15058	3.14406	27
4.25084	3.24469	28
4.34747	3.34172	29
4.44091	3.43559	30
4.53153	3.52667	31
4.61968	3.6153	32
4.70567	3.70178	33
4.78979	3.7864	34
4.81314	3.81101	35
4.94383	3.94178	36
4.97133	3.97089	37
5.0532	4.05293	38
5.1084	4.10868	39
5.23951	4.23989	40
5.22722	4.22963	41
5.33771	4.3402	42
5.38945	4.39262	43
5.49082	4.49413	44
5.52669	4.53091	45
5.62989	4.63424	46
5.67006	4.67522	47
5.77369	4.77901	48
5.81385	4.82	49
5.92017	4.92649	50
5.96157	4.96874	51
6.06875	5.0761	52
6.11222	5.1204	53
6.22109	5.22947	54
6.2629	5.27214	55
6.37126	5.38072	56
6.41714	5.42742	57
6.52662	5.53714	58
6.56777	5.57917	59
6.67598	5.68763	60
6.7256	5.73804	61
6.837	5.84971	62
6.87342	5.8871	63
6.9813	5.99526	64
7.03608	6.05079	65
7.14892	6.16394	66
7.17668	6.19279	67
7.28526	6.30168	68
7.34658	6.36371	69
7.45962	6.47712	70
7.48308	6.50174	71
7.59231	6.61131	72
7.65505	6.67476	73
7.76778	6.78791	74
7.79325	6.81453	75
7.90307	6.92474	76
7.96846	6.99087	77
8.08003	7.10292	78
8.11007	7.13409	79
8.21996	7.24441	80
8.28537	7.31061	81
8.39416	7.41994	82
8.43249	7.45933	83
8.54222	7.56957	84
8.60464	7.63284	85
8.70956	7.73837	86
8.75764	7.78744	87
8.86694	7.89732	88
8.924	7.95532	89
9.02733	8.0593	90
9.0814	8.11434	91
9.18802	8.22161	92
9.24224	8.27682	93
9.34529	8.38057	94
9.40389	8.44015	95
9.5068	8.54379	96
9.56127	8.59928	97
9.6639	8.70265	98
9.72332	8.76309	99
9.82435	8.8649	100
9.88273	8.92432	101
9.89268	8.93434	101.1
9.63529	8.67806	101.2
16.9422	15.9587	101.3
30.5105	29.5338	101.4
34.5068	33.5303	101.5
66.0268	65.0531	101.6
55.7998	54.8261	101.7
70.5039	69.5302	101.8
-3.67602e+29	-6.39588e+29	101.9
4.11102e+51	4.11102e+51	102
-1.91389e+67	-1.91389e+67	102.1
3.10327e+96	3.10327e+96	102.2
0.1	0.1	102.3
0.1	0.1	102.4
0.1	0.1	102.5
0.1	0.1	102.6
0.1	0.1	102.7
0.1	0.1	102.8
0.1	0.1	102.9
0.1	0.1	103
0.1	0.1	103.1
0.1	0.1	103.2
0.1	0.1	103.3
0.1	0.1	103.4
0.1	0.1	103.5
0.1	0.1	103.6
0.1	0.1	103.7
0.1	0.1	103.8
0.1	0.1	103.9
0.1	0.1	104
0.1	0.1	104.1
0.1	0.1	104.2
0.1	0.1	104.3
0.1	0.1	104.4
0.1	0.1	104.5
0.1	0.1	104.6
0.1	0.1	104.7
0.1	0.1	104.8
0.1	0.1	104.9
0.1	0.1	105
0.1	0.1	105.1
0.1	0.1	105.2
0.1	0.1	105.3
0.1	0.1	105.4
0.1	0.1	105.5
0.1	0.1	105.6
0.1	0.1	105.7
0.1	0.1	105.8
0.1	0.1	105.9
0.1	0.1	106
0.1	0.1	106.1
0.1	0.1	106.2
0.1	0.1	106.3
0.1	0.1	106.4
0.1	0.1	106.5
0.1	0.1	106.6
0.1	0.1	106.7
0.1	0.1	106.8
0.1	0.1	106.9
0.1	0.1	107
0.1	0.1	107.1
0.1	0.1	107.2
0.1	0.1	107.3
0.1	0.1	107.4
0.1	0.1	107.5
0.1	0.1	107.6
0.1	0.1	107.7
0.1	0.1	107.8
0.1	0.1	107.9
0.1	0.1	108
0.1	0.1	108.1
0.1	0.1	108.2
0.1	0.1	108.3
0.1	0.1	108.4
0.1	0.1	108.5
0.1	0.1	108.6
0.1	0.1	108.7
0.1	0.1	108.8
0.1	0.1	108.9
0.1	0.1	109
0.1	0.1	109.1
0.1	0.1	109.2
0.1	0.1	109.3
0.1	0.1	109.4
0.1	0.1	109.5
0.1	0.1	109.6
0.1	0.1	109.7
0.1	0.1	109.8
1	0	0.1
1	5.31596e-07	0.2
1	1.59304e-06	0.3
1	3.18296e-06	0.4
1.00001	5.30101e-06	0.5
1.00001	7.9936e-06	0.6
1.00001	1.12777e-05	0.7
1.00002	1.51686e-05	0.8
1.00002	1.97032e-05	0.9
1.00002	2.48823e-05	1
1.00003	3.07062e-05	1.1
1.00004	3.7175e-05	1.2
1.00004	4.42888e-05	1.3
1.00005	5.20474e-05	1.4
1.00006	6.0451e-05	1.5
1.00007	6.94923e-05	1.6
1.00008	7.9172e-05	1.7
1.00009	8.94903e-05	1.8
1.0001	0.000100458	1.9
1.00011	0.000112122	2
1.00013	0.000126395	2.1
1.00015	0.000146846	2.2
1.00018	0.000175261	2.3
1.00021	0.000210718	2.4
1.00026	0.000255543	2.5
1.00031	0.000309875	2.6
1.00038	0.000375218	2.7
1.00045	0.000452434	2.8
1.00054	0.000542444	2.9
1.00065	0.000647908	3
1.00077	0.000771518	3.1
1.00092	0.000919369	3.2
1.0011	0.00109452	3.3
1.00131	0.00129973	3.4
1.00154	0.00153791	3.5
1.00182	0.00181176	3.6
1.00213	0.00212415	3.7
1.00249	0.00247797	3.8
1.00289	0.00287609	3.9
1.00334	0.00332185	4
1.00384	0.00382005	4.1
1.0044	0.00438127	4.2
1.00503	0.00500786	4.3
1.00572	0.00569862	4.4
1.00648	0.0064558	4.5
1.00731	0.00728169	4.6
1.00822	0.00817961	4.7
1.00919	0.00915381	4.8
1.01025	0.0102071	4.9
1.0114	0.0113458	5
1.01263	0.012575	5.1
1.01396	0.0138996	5.2
1.01539	0.0153249	5.3
1.01693	0.0168566	5.4
1.01858	0.0185002	5.5
1.02035	0.0202615	5.6
1.02224	0.0221469	5.7
1.02427	0.0241617	5.8
1.02643	0.0263114	5.9
1.02873	0.0286055	6
1.03118	0.0310451	6.1
1.03378	0.0336353	6.2
1.03654	0.0363831	6.3
1.03947	0.0392979	6.4
1.04258	0.0423883	6.5
1.04587	0.045663	6.6
1.04935	0.0491298	6.7
1.05303	0.0527965	6.8
1.05692	0.0566721	6.9
1.06103	0.060765	7
1.06537	0.0650839	7.1
1.06995	0.0696376	7.2
1.07477	0.0744352	7.3
1.07984	0.0794858	7.4
1.08518	0.0847987	7.5
1.09079	0.0903833	7.6
1.09668	0.0962493	7.7
1.10286	0.102406	7.8
1.10935	0.108864	7.9
1.11615	0.115633	8
1.12327	0.122723	8.1
1.13073	0.130144	8.2
