[I][2017-05-13 16:35:35] dt, x, y, avg_d, avg_ds, int_d, int_ds, sigma_x, sigma_y, int_s
[I][2017-05-13 16:35:35] 1 | 26.4706 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:35:35] 2 | 26.4706 | 0 | -4.14838e-12 | 4.35735e-10 | 0 | 1.81918e-08 | 0.110597 | -0.01995 | 0.545754 | 
[I][2017-05-13 16:35:35] 3 | 26.4706 | 1.88934e-05 | -3.09288e-09 | -2.46502e-09 | 1.81918e-08 | 3.94444e-08 | 0.139415 | -0.039715 | 1.18333 | 
[I][2017-05-13 16:35:35] 4 | 26.4706 | 6.83716e-05 | -4.44244e-09 | -1.69984e-08 | 5.76362e-08 | 1.39251e-07 | 0.291441 | -0.0526439 | 4.00211 | 
[I][2017-05-13 16:35:35] 5 | 26.4706 | 0.000558953 | -9.80338e-09 | -6.07175e-08 | 1.96887e-07 | 6.29197e-07 | 0.410068 | -0.0737104 | 4.00211 | 
[I][2017-05-13 16:35:35] 6 | 26.4705 | 0.0024435 | -4.29446e-09 | -1.19081e-07 | 8.26084e-07 | 1.57451e-06 | 0.555477 | -0.0937534 | 4.51332 | 
[I][2017-05-13 16:35:35] 7 | 26.4704 | 0.00697395 | 5.43258e-08 | -1.95084e-07 | 2.4006e-06 | 3.17154e-06 | 0.744469 | -0.113079 | 5.43338 | 
[I][2017-05-13 16:35:35] 8 | 26.4701 | 0.0161769 | 1.93499e-07 | -3.15782e-07 | 5.57213e-06 | 5.70804e-06 | 0.954152 | -0.132871 | 6.34948 | 
[I][2017-05-13 16:35:35] 9 | 26.4695 | 0.0326429 | 4.56941e-07 | -4.86928e-07 | 1.12802e-05 | 9.49955e-06 | 1.22068 | -0.153637 | 7.26713 | 
[I][2017-05-13 16:35:35] 10 | 26.4687 | 0.0596778 | 1.04594e-06 | -5.7072e-07 | 2.07797e-05 | 1.49045e-05 | 1.66795 | -0.176179 | 8.18465 | 
[I][2017-05-13 16:35:35] 11 | 26.4673 | 0.101154 | 2.32677e-06 | -3.99181e-07 | 3.56842e-05 | 2.22449e-05 | 2.37678 | -0.202772 | 9.08382 | 
[I][2017-05-13 16:35:36] 12 | 26.4653 | 0.160697 | 5.07711e-06 | 5.31318e-07 | 5.79291e-05 | 3.13384e-05 | 3.47464 | -0.238289 | 9.90402 | 
[I][2017-05-13 16:35:36] 13 | 26.4627 | 0.239119 | 1.02777e-05 | 2.59312e-06 | 8.92672e-05 | 4.13443e-05 | 5.00978 | -0.289246 | 10.5822 | 
[I][2017-05-13 16:35:36] 14 | 26.4594 | 0.33214 | 1.95262e-05 | 6.45825e-06 | 0.000130611 | 4.88346e-05 | 6.78368 | -0.361158 | 11.0301 | 
[I][2017-05-13 16:35:36] 15 | 26.4559 | 0.430275 | 3.43954e-05 | 1.18484e-05 | 0.000179444 | 5.13239e-05 | 8.30712 | -0.464846 | 11.2433 | 
[I][2017-05-13 16:35:36] 16 | 26.4527 | 0.525988 | 5.56605e-05 | 1.78563e-05 | 0.000230767 | 5.13512e-05 | 9.48268 | -0.616266 | 11.3239 | 
[I][2017-05-13 16:35:36] 17 | 26.4499 | 0.616913 | 8.38802e-05 | 2.42613e-05 | 0.000282116 | 5.20932e-05 | 10.3784 | -0.822906 | 11.4062 | 
[I][2017-05-13 16:35:36] 18 | 26.4476 | 0.703848 | 0.000119687 | 3.11767e-05 | 0.000334206 | 5.56344e-05 | 11.0056 | -1.084 | 11.6 | 
[I][2017-05-13 16:35:36] 19 | 26.4459 | 0.787955 | 0.000163644 | 3.85902e-05 | 0.000389838 | 6.35465e-05 | 11.3467 | -1.41371 | 11.9882 | 
[I][2017-05-13 16:35:36] 20 | 26.4447 | 0.870325 | 0.00021547 | 4.56927e-05 | 0.000453381 | 7.55112e-05 | 11.4203 | -1.83632 | 12.5267 | 
[I][2017-05-13 16:35:36] 21 | 26.4439 | 0.951542 | 0.000273234 | 5.0899e-05 | 0.000528891 | 8.91234e-05 | 11.2715 | -2.35199 | 13.078 | 
[I][2017-05-13 16:35:36] 22 | 26.4435 | 1.03142 | 0.000334921 | 5.41168e-05 | 0.000618013 | 0.000103306 | 10.9932 | -2.9364 | 13.5956 | 
[I][2017-05-13 16:35:36] 23 | 26.4433 | 1.11004 | 0.000398876 | 5.57115e-05 | 0.00072132 | 0.000117745 | 10.6404 | -3.56232 | 14.075 | 
[I][2017-05-13 16:35:36] 24 | 26.4435 | 1.18749 | 0.00046309 | 5.5382e-05 | 0.000839068 | 0.000131407 | 10.2294 | -4.2118 | 14.493 | 
[I][2017-05-13 16:35:36] 25 | 26.4438 | 1.26375 | 0.000525464 | 5.30815e-05 | 0.000970481 | 0.000143373 | 9.77859 | -4.86377 | 14.8357 | 
[I][2017-05-13 16:35:36] 26 | 26.4442 | 1.33866 | 0.000584212 | 4.91424e-05 | 0.00111386 | 0.000153156 | 9.31061 | -5.49554 | 15.1024 | 
[I][2017-05-13 16:35:36] 27 | 26.4448 | 1.41208 | 0.00063817 | 4.41582e-05 | 0.00126703 | 0.000160994 | 8.85226 | -6.09216 | 15.3086 | 
[I][2017-05-13 16:35:36] 28 | 26.4454 | 1.48401 | 0.000688617 | 4.03826e-05 | 0.00142805 | 0.000170701 | 8.46911 | -6.63412 | 15.5534 | 
[I][2017-05-13 16:35:36] 29 | 26.446 | 1.55492 | 0.000737051 | 3.8006e-05 | 0.00159877 | 0.000183356 | 8.15734 | -7.13365 | 15.8569 | 
[I][2017-05-13 16:35:36] 30 | 26.4468 | 1.62518 | 0.000784776 | 3.68045e-05 | 0.00178215 | 0.000199576 | 7.90296 | -7.60698 | 16.2232 | 
[I][2017-05-13 16:35:36] 31 | 26.4479 | 1.69541 | 0.000832404 | 3.61052e-05 | 0.00198176 | 0.000218863 | 7.6809 | -8.06997 | 16.6306 | 
[I][2017-05-13 16:35:36] 32 | 26.4493 | 1.76627 | 0.000878801 | 3.43527e-05 | 0.00220066 | 0.000237731 | 7.44696 | -8.53674 | 17.0046 | 
[I][2017-05-13 16:35:36] 33 | 26.451 | 1.83773 | 0.000923419 | 3.21093e-05 | 0.00243843 | 0.00025666 | 7.21962 | -8.99002 | 17.3586 | 
[I][2017-05-13 16:35:36] 34 | 26.453 | 1.9098 | 0.00107116 | 0.00012578 | 0.00269515 | 0.000612379 | 8.97842 | -9.40086 | 21.8941 | 
[I][2017-05-13 16:35:36] 35 | 26.4651 | 1.97685 | 0.000998887 | -8.08543e-05 | 0.00330763 | 0.000138473 | 2.92375 | -11.2061 | 14.7599 | 
[I][2017-05-13 16:35:36] 36 | 26.4587 | 2.07888 | 0.00124987 | 0.000210124 | 0.00344614 | 0.00152629 | 10.9917 | -10.4803 | 27.9081 | 
[I][2017-05-13 16:35:36] 37 | 26.4938 | 2.1749 | 0.00105214 | -0.000206745 | 0.00497267 | 0.000223822 | -0.137692 | -12.5279 | 16.7682 | 
[I][2017-05-13 16:35:36] 38 | 26.4787 | 2.32263 | 0.00136063 | 0.000268587 | 0.00519655 | 0.00232862 | 12.5058 | -10.949 | 31.2251 | 
[I][2017-05-13 16:35:37] 39 | 26.5373 | 2.34715 | 0.000811252 | -0.000560167 | 0.00752543 | 0.000868502 | -4.50643 | -14.5709 | 23.8667 | 
[I][2017-05-13 16:35:37] 40 | 26.4836 | 2.76521 | 0.00261223 | 0.000874653 | 0.00839398 | 0.166574 | 35.6157 | -33.3421 | 96.8294 | 
[I][2017-05-13 16:35:37] 41 | 30.4491 | -9.14477 | 0.00167014 | -0.00102694 | 0.174925 | 0.000653749 | -32.7703 | -32.3042 | 22.1913 | 
[I][2017-05-13 16:35:37] 42 | 30.4226 | -8.55128 | 0.00106704 | -0.000659091 | 0.17558 | 0.000488887 | -22.6396 | -21.8585 | 20.4685 | 
[I][2017-05-13 16:35:37] 43 | 30.405 | -8.07043 | 0.000487081 | -0.00068092 | 0.176069 | 0.00102633 | -20.8312 | -19.5518 | 24.9082 | 
[I][2017-05-13 16:35:37] 44 | 30.382 | -7.02801 | -0.000967129 | -0.087126 | 0.177096 | 146.755 | -2871.92 | -2727.64 | 583.807 | 
[I][2017-05-13 16:35:37] 45 | 4026.56 | 10741.8 | -0.00391986 | -0.00401905 | 147.79 | 0.0347913 | -127.741 | -81.9447 | 62.8215 | 
[I][2017-05-13 16:35:37] 46 | 3887.4 | 50261.2 | -0.00514476 | 0.000318133 | 147.848 | 0.101501 | 6.23109 | -34.4593 | 83.6396 | 
[I][2017-05-13 16:35:37] 47 | 4292.74 | -8193.16 | -0.00616361 | 0.00230277 | 147.967 | 0.124564 | 58.4933 | 26.6598 | 89.1284 | 
[I][2017-05-13 16:35:37] 48 | 4906.22 | -46764.7 | -0.0103265 | -0.00188078 | 148.112 | 0.119798 | -53.9604 | -11.4243 | 88.5488 | 
[I][2017-05-13 16:35:37] 49 | 4360 | -5863.99 | -0.00797977 | 0.000567274 | 148.188 | 0.954919 | 2.27644 | -38.7788 | 153.334 | 
[I][2017-05-13 16:35:37] 50 | 7850.58 | 136983 | -0.00108805 | -0.00418506 | 148.136 | 3.1253 | -203.546 | -6.68032 | 208.013 | 
[I][2017-05-13 16:35:37] 51 | -353.081 | 378253 | -0.0538942 | -0.0859702 | 144.687 | 591.705 | -2819.78 | -2720.08 | 847.57 | 
[I][2017-05-13 16:35:37] 52 | -353.081 | -1.15957e+08 | -0.0537354 | 0.00161824 | 628.339 | 0.638591 | 70.9323 | -31.4683 | 137.345 | 
[I][2017-05-13 16:35:37] 53 | -353.081 | 4.71295e+09 | -0.019455 | 0.00905818 | 775.571 | 0.0132794 | 247.271 | 300.486 | 49.506 | 
[I][2017-05-13 16:35:37] 54 | -353.081 | -4.483e+11 | -0.0157009 | 0.00461377 | 775.111 | 0.00665953 | 120.488 | 164.596 | 40.4197 | 
[I][2017-05-13 16:35:40] 55 | -353.081 | -1.94824e+12 | -0.0116868 | 0.00460161 | 774.82 | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:40] 56 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:40] 57 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 58 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 59 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 60 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 61 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 62 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 63 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 64 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:41] 65 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 66 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 67 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 68 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 69 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 70 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 71 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 72 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:42] 73 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 74 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 75 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 76 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 77 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 78 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 79 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 80 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:43] 81 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 82 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 83 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 84 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 85 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 86 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 87 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 88 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:44] 89 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 90 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 91 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 92 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 93 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 94 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 95 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
[I][2017-05-13 16:35:45] 96 | -nan(ind) | -nan(ind) | nan | -nan(ind) | nan | -nan(ind) | -nan(ind) | -nan(ind) | -nan(ind) | 
