[I][2017-05-13 16:38:15] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:38:15] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:38:16] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:38:17] 3 | 25.4902 | 0.333354 | -3.4805e-09 | -2.69806e-09 | 1e+07 | -3.66666e-09 | -3.51083e-09 | 1.62259e-08 | 3.56859e-08 | 2.33171e-08 | -1.9112e-09 | -2.95e-08 | 
[I][2017-05-13 16:38:17] 4 | 25.4902 | 0.333406 | -1.02485e-08 | -5.63965e-08 | 9.31987e+06 | -4.92833e-09 | -6.76803e-09 | 5.19117e-08 | 1.43139e-07 | 3.09004e-08 | -2.65525e-09 | -1.97435e-07 | 
[I][2017-05-13 16:38:18] 5 | 25.4902 | 0.333925 | -3.4571e-08 | -2.05383e-07 | 2.12712e+06 | -9.33051e-09 | -2.43225e-08 | 1.95051e-07 | 6.27156e-07 | 2.08437e-07 | -1.65203e-08 | -8.08065e-07 | 
[I][2017-05-13 16:38:19] 6 | 25.4902 | 0.335922 | -1.50152e-07 | -5.27708e-07 | 931866 | -7.97453e-08 | -1.15581e-07 | 8.22207e-07 | 1.62926e-06 | 5.46762e-07 | -4.62826e-08 | -2.0836e-06 | 
[I][2017-05-13 16:38:19] 7 | 25.4901 | 0.340687 | -4.59004e-07 | -1.12842e-06 | 546309 | -2.98793e-07 | -3.08853e-07 | 2.45147e-06 | 3.36917e-06 | 1.06185e-06 | -9.14275e-08 | -4.35567e-06 | 
[I][2017-05-13 16:38:20] 8 | 25.49 | 0.350131 | -1.1961e-06 | -2.21229e-06 | 341205 | -8.74144e-07 | -7.371e-07 | 5.82064e-06 | 6.39217e-06 | 1.87927e-06 | -1.61007e-07 | -8.35512e-06 | 
[I][2017-05-13 16:38:21] 9 | 25.4898 | 0.367027 | -2.53227e-06 | -3.78337e-06 | 228420 | -1.94102e-06 | -1.33617e-06 | 1.22128e-05 | 1.10349e-05 | 3.29634e-06 | -2.57461e-07 | -1.4389e-05 | 
[I][2017-05-13 16:38:21] 10 | 25.4894 | 0.394893 | -4.17194e-06 | -5.41001e-06 | 163480 | -3.16221e-06 | -1.63967e-06 | 2.32477e-05 | 1.73944e-05 | 6.16719e-06 | -3.85804e-07 | -2.20114e-05 | 
[I][2017-05-13 16:38:21] 11 | 25.4889 | 0.437792 | -5.42694e-06 | -6.69548e-06 | 121869 | -3.80542e-06 | -1.255e-06 | 4.06421e-05 | 2.59405e-05 | 1.15797e-05 | -5.63876e-07 | -3.11023e-05 | 
[I][2017-05-13 16:38:22] 12 | 25.4881 | 0.499642 | -5.21129e-06 | -7.03227e-06 | 93810.7 | -2.76177e-06 | 2.15655e-07 | 6.65827e-05 | 3.70332e-05 | 2.08001e-05 | -8.44044e-07 | -4.10529e-05 | 
[I][2017-05-13 16:38:22] 13 | 25.487 | 0.582123 | -1.9908e-06 | -5.34966e-06 | 75437 | 1.45393e-06 | 3.22049e-06 | 0.000103616 | 4.98186e-05 | 3.46729e-05 | -1.30618e-06 | -4.94157e-05 | 
[I][2017-05-13 16:38:22] 14 | 25.4858 | 0.680434 | 6.5385e-06 | -6.8832e-07 | 66237.7 | 1.10672e-05 | 8.52929e-06 | 0.000153435 | 5.94613e-05 | 5.05371e-05 | -1.98067e-06 | -5.06214e-05 | 
[I][2017-05-13 16:38:22] 15 | 25.4845 | 0.784825 | 2.27546e-05 | 6.1243e-06 | 65875.2 | 2.84719e-05 | 1.62161e-05 | 0.000212896 | 5.99069e-05 | 6.16523e-05 | -2.77776e-06 | -4.05016e-05 | 
[I][2017-05-13 16:38:22] 16 | 25.4834 | 0.887383 | 5.24322e-05 | 1.7117e-05 | 69886.8 | 5.96131e-05 | 2.96776e-05 | 0.000272803 | 5.52774e-05 | 7.16542e-05 | -3.80634e-06 | -1.64969e-05 | 
[I][2017-05-13 16:38:22] 17 | 25.483 | 0.989538 | 0.00010018 | 3.12466e-05 | 69107.7 | 0.000109252 | 4.77483e-05 | 0.00032808 | 5.61269e-05 | 8.31929e-05 | -5.78637e-06 | 1.63332e-05 | 
[I][2017-05-13 16:38:22] 18 | 25.4834 | 1.09311 | 0.000180647 | 5.69559e-05 | 52100 | 0.000192272 | 8.04661e-05 | 0.000384207 | 8.24318e-05 | 0.000116029 | -1.2033e-05 | 6.68713e-05 | 
[I][2017-05-13 16:38:22] 19 | 25.4851 | 1.20568 | 0.000344775 | 0.000120011 | 29631 | 0.000361047 | 0.000164128 | 0.000466639 | 0.000177645 | 0.000207401 | -3.46105e-05 | 0.000187244 | 
[I][2017-05-13 16:38:22] 20 | 25.4899 | 1.35231 | 0.000658084 | 0.00021775 | 13661.1 | 0.00068477 | 0.000313309 | 0.000644284 | 0.000509392 | 0.000387656 | -0.000228744 | 0.000494337 | 
[I][2017-05-13 16:38:22] 21 | 25.5025 | 1.56465 | 0.00109499 | 0.00022511 | 4388.76 | 0.00114517 | 0.000436908 | 0.00115368 | 0.00238778 | 0.000668703 | -0.00192953 | 0.00193616 | 
[I][2017-05-13 16:38:23] 22 | 25.5519 | 1.8044 | 0.00165391 | 0.000434903 | 1921.36 | 0.00171833 | 0.000558917 | 0.00354145 | 0.00734623 | 0.0025908 | -0.00666206 | 0.00537598 | 
[I][2017-05-13 16:38:23] 23 | 25.6893 | 1.23989 | -0.00132593 | -0.00534425 | 202.694 | -0.00100168 | -0.00297984 | 0.0108877 | 0.156675 | -0.0820408 | 0.151163 | -0.0851547 | 
[I][2017-05-13 16:38:23] 24 | 23.5017 | 12.5065 | 0.00748895 | 0.0580584 | 13.9018 | 0.00236692 | 0.00881488 | 0.167563 | 6.00294 | -3.93558 | -1.82102 | 5.93078 | 
[I][2017-05-13 16:38:23] 25 | 162.885 | -2869.4 | 0.0100539 | 0.0238207 | 69.6176 | 0.00277668 | 0.00256492 | 6.17051 | 0.670595 | -0.164549 | 0.0239518 | 0.21206 | 
[I][2017-05-13 16:38:23] 26 | 197.426 | -46833.5 | 0.0075891 | -0.00929884 | 424.312 | 0.00141053 | -0.00246477 | 6.8411 | 0.0573429 | 0.0462744 | -0.0251735 | -0.0489974 | 
[I][2017-05-13 16:38:23] 27 | 187.753 | 426772 | 0.00780507 | -0.00122335 | 685.796 | 0.0015863 | 0.000215967 | 6.89845 | 0.0298396 | -0.0165785 | -0.0144882 | 0.0273966 | 
[I][2017-05-13 16:38:23] 28 | 192.897 | -9.85346e+06 | 0.0071031 | 0.000912755 | 693.985 | 0.000707833 | -0.000701971 | 6.92828 | 0.0293615 | 0.013191 | 0.0169494 | -0.0274021 | 
[I][2017-05-13 16:38:23] 29 | 187.611 | 1.06196e+07 | 0.00706034 | -0.00044328 | 27623.3 | 0.000727976 | -4.27562e-05 | 6.95765 | 0.000195438 | -0.000378834 | -0.0005368 | -0.000414207 | 
[I][2017-05-13 16:38:23] 30 | 187.533 | 8.11121e+09 | 0.00708642 | -0.000137599 | 4964.98 | 0.000936359 | 2.60729e-05 | 6.95784 | 0.00201884 | 0.000875624 | 0.000853878 | -0.0021423 | 
[I][2017-05-13 16:38:24] 31 | 187.132 | 6.62654e+11 | 0.00678586 | 0.00873571 | 113.788 | -0.000144621 | -0.000300557 | 6.95986 | 0.343678 | 0.0339222 | 0.285181 | -0.292896 | 
[I][2017-05-13 16:38:24] 32 | 132.322 | 4.54741e+13 | 0.00730112 | 0.0469539 | 0.728061 | 0.00438843 | 0.000515265 | 7.30354 | 331.962 | 223.024 | 60.5085 | -283.391 | 
[I][2017-05-13 16:38:24] 33 | -37366.5 | 2.17655e+15 | -0.289428 | 0.356098 | 44.4583 | -0.365411 | -0.296729 | 339.265 | 1.23438 | 0 | 1.06829 | -0 | 
