[I][2017-04-19 19:35:33] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-04-19 19:35:33] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:34] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:35] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:36] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:37] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:37] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:38] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:39] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:39] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:40] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:41] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:42] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:42] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:43] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:44] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:44] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:45] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:46] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:46] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:47] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:48] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:48] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:49] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:50] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:51] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:52] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:52] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:53] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:54] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:55] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:56] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:56] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:57] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:57] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:58] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:59] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:35:59] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:00] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:01] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:02] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:02] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:03] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:04] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:05] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:05] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:06] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:07] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:07] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:08] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-04-19 19:36:09] -6.27744e+66 | 16.4851 | 16.2172 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
