[I][2017-05-13 16:37:14] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-13 16:37:14] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-13 16:37:14] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-13 16:37:15] 3 | 25.4902 | 0.333354 | -2.87575e-09 | -2.24376e-09 | 1e+07 | -3.04517e-09 | -2.90608e-09 | 1.62259e-08 | 3.57283e-08 | 2.4111e-08 | -1.91033e-09 | -2.89319e-08 | 
[I][2017-05-13 16:37:15] 4 | 25.4902 | 0.333407 | -8.01385e-09 | -5.48557e-08 | 9.51175e+06 | -2.66687e-09 | -5.1381e-09 | 5.19542e-08 | 1.40251e-07 | 3.10807e-08 | -2.65801e-09 | -1.9299e-07 | 
[I][2017-05-13 16:37:16] 5 | 25.4902 | 0.333927 | -2.50445e-08 | -1.9945e-07 | 2.15919e+06 | 3.72704e-10 | -1.70307e-08 | 1.92205e-07 | 6.17841e-07 | 2.1087e-07 | -1.66095e-08 | -7.92612e-07 | 
[I][2017-05-13 16:37:16] 6 | 25.4902 | 0.335942 | -4.67738e-08 | -4.39989e-07 | 977674 | 2.46278e-08 | -2.17293e-08 | 8.10047e-07 | 1.52629e-06 | 6.10374e-07 | -4.66475e-08 | -1.88369e-06 | 
[I][2017-05-13 16:37:17] 7 | 25.4901 | 0.340791 | -6.19038e-08 | -8.5857e-07 | 585722 | 1.02388e-07 | -1.513e-08 | 2.33634e-06 | 3.06452e-06 | 1.26994e-06 | -9.41722e-08 | -3.75147e-06 | 
[I][2017-05-13 16:37:17] 8 | 25.49 | 0.350561 | -6.94877e-08 | -1.51086e-06 | 377619 | 2.60762e-07 | -7.58392e-09 | 5.40085e-06 | 5.56844e-06 | 2.39292e-06 | -1.71112e-07 | -6.75439e-06 | 
[I][2017-05-13 16:37:18] 9 | 25.4899 | 0.367952 | 8.91798e-09 | -2.39853e-06 | 257069 | 6.1382e-07 | 7.84057e-08 | 1.09693e-05 | 9.39611e-06 | 4.30071e-06 | -2.90663e-07 | -1.12056e-05 | 
[I][2017-05-13 16:37:18] 10 | 25.4896 | 0.396517 | 3.37896e-07 | -3.49477e-06 | 180513 | 1.36982e-06 | 3.28978e-07 | 2.03654e-05 | 1.52002e-05 | 7.62045e-06 | -4.73327e-07 | -1.76314e-05 | 
[I][2017-05-13 16:37:18] 11 | 25.4891 | 0.440386 | 1.2701e-06 | -4.59795e-06 | 129924 | 2.92609e-06 | 9.32203e-07 | 3.55656e-05 | 2.37773e-05 | 1.33874e-05 | -7.50069e-07 | -2.64312e-05 | 
[I][2017-05-13 16:37:18] 12 | 25.4884 | 0.503427 | 3.70953e-06 | -4.87046e-06 | 97299.5 | 6.20173e-06 | 2.43943e-06 | 5.93428e-05 | 3.52384e-05 | 2.30249e-05 | -1.16682e-06 | -3.64695e-05 | 
[I][2017-05-13 16:37:18] 13 | 25.4875 | 0.58658 | 8.87204e-06 | -3.46617e-06 | 76531.5 | 1.23659e-05 | 5.16251e-06 | 9.45812e-05 | 4.88518e-05 | 3.71306e-05 | -1.78388e-06 | -4.57453e-05 | 
[I][2017-05-13 16:37:18] 14 | 25.4863 | 0.685328 | 1.85989e-05 | 4.34411e-07 | 67057.5 | 2.31835e-05 | 9.72683e-06 | 0.000143433 | 5.84745e-05 | 5.17557e-05 | -2.58642e-06 | -4.78661e-05 | 
[I][2017-05-13 16:37:18] 15 | 25.4851 | 0.789557 | 3.42954e-05 | 5.64665e-06 | 66333.3 | 4.00624e-05 | 1.56965e-05 | 0.000201907 | 5.93447e-05 | 6.07975e-05 | -3.49204e-06 | -4.03655e-05 | 
[I][2017-05-13 16:37:18] 16 | 25.4841 | 0.891239 | 5.62491e-05 | 1.07391e-05 | 69483 | 6.33292e-05 | 2.19537e-05 | 0.000261252 | 5.57149e-05 | 6.47446e-05 | -4.55844e-06 | -2.79688e-05 | 
[I][2017-05-13 16:37:19] 17 | 25.4834 | 0.987733 | 8.44472e-05 | 1.54488e-05 | 72916.6 | 9.30104e-05 | 2.81981e-05 | 0.000316967 | 5.2176e-05 | 6.65378e-05 | -5.95503e-06 | -1.42364e-05 | 
[I][2017-05-13 16:37:19] 18 | 25.483 | 1.07946 | 0.000118934 | 1.99608e-05 | 74009.5 | 0.000129168 | 3.44869e-05 | 0.000369143 | 5.11305e-05 | 6.83643e-05 | -7.91164e-06 | -5.7025e-07 | 
[I][2017-05-13 16:37:19] 19 | 25.483 | 1.16729 | 0.000159842 | 2.44027e-05 | 71082.9 | 0.000171929 | 4.09079e-05 | 0.000420274 | 5.40157e-05 | 7.18227e-05 | -1.08901e-05 | 1.22756e-05 | 
[I][2017-05-13 16:37:19] 20 | 25.4833 | 1.25232 | 0.000206977 | 2.85054e-05 | 65232.6 | 0.000221091 | 4.7135e-05 | 0.000474289 | 6.07113e-05 | 7.69004e-05 | -1.53927e-05 | 2.40085e-05 | 
[I][2017-05-13 16:37:19] 21 | 25.4839 | 1.33535 | 0.000259466 | 3.16766e-05 | 58787.1 | 0.000275783 | 5.24891e-05 | 0.000535001 | 6.99427e-05 | 8.22966e-05 | -2.16495e-05 | 3.43828e-05 | 
[I][2017-05-13 16:37:19] 22 | 25.4848 | 1.41671 | 0.000316118 | 3.36101e-05 | 52871.6 | 0.000334827 | 5.66518e-05 | 0.000604943 | 8.07994e-05 | 8.72075e-05 | -2.97711e-05 | 4.33939e-05 | 
[I][2017-05-13 16:37:19] 23 | 25.4859 | 1.4969 | 0.000375431 | 3.41307e-05 | 47894.1 | 0.000396726 | 5.93133e-05 | 0.000685743 | 9.24337e-05 | 9.08708e-05 | -3.96443e-05 | 5.11657e-05 | 
[I][2017-05-13 16:37:19] 24 | 25.4872 | 1.57604 | 0.000435893 | 3.33069e-05 | 43781.8 | 0.000459963 | 6.04617e-05 | 0.000778176 | 0.000104442 | 9.31312e-05 | -5.10859e-05 | 5.78755e-05 | 
[I][2017-05-13 16:37:19] 25 | 25.4887 | 1.65422 | 0.000496152 | 3.13403e-05 | 40366.6 | 0.000523181 | 6.02597e-05 | 0.000882619 | 0.000116645 | 9.41146e-05 | -6.38636e-05 | 6.37699e-05 | 
[I][2017-05-13 16:37:19] 26 | 25.4903 | 1.73149 | 0.000555111 | 2.84857e-05 | 37489.5 | 0.000585269 | 5.89583e-05 | 0.000999263 | 0.00012899 | 9.40729e-05 | -7.77374e-05 | 6.91216e-05 | 
