[I][2017-05-20 18:08:55] time, dt, force, avg_sigma, sqr, press, max_y, max_x, err, nK, dV, Sqr
[I][2017-05-20 18:08:55] 1 | 1 | 0 | 0 | 7853.98 | 0 | 1 | 50 | 0 | 4 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 2 | 1 | -38.1771 | 0.106243 | 7853.98 | -0.00486086 | 1 | 50 | 0.00515349 | 5 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 3 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00006 | 50 | 0.0295681 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 4 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00021 | 50 | 0.0164317 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 5 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00146 | 50 | 0.0106472 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 6 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00653 | 50 | 0.00739995 | 23 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 7 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.01861 | 50 | 0.0098695 | 22 | 7853.98 | 50.0001 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 8 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.04263 | 50 | 0.00740431 | 23 | 7853.98 | 50.0002 | 7853.98 | 7853.98 | 
[I][2017-05-20 18:08:55] 9 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.08557 | 50 | 0.00759451 | 23 | 7853.99 | 50.0004 | 7853.99 | 7853.98 | 
[I][2017-05-20 18:08:56] 10 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.15615 | 50 | 0.00746479 | 23 | 7854.01 | 50.0009 | 7854.01 | 7853.98 | 
[I][2017-05-20 18:08:56] 11 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.26451 | 50 | 0.0074524 | 23 | 7854.09 | 50.002 | 7854.09 | 7853.98 | 
[I][2017-05-20 18:08:56] 12 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.41996 | 50 | 0.00904532 | 22 | 7854.26 | 50.0041 | 7854.26 | 7853.98 | 
[I][2017-05-20 18:08:56] 13 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.62472 | 50 | 0.00714823 | 22 | 7854.62 | 50.0077 | 7854.62 | 7853.98 | 
[I][2017-05-20 18:08:56] 14 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.86689 | 50 | 0.00901003 | 21 | 7855.2 | 50.0131 | 7855.2 | 7853.98 | 
[I][2017-05-20 18:08:56] 15 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.11957 | 50 | 0.00884735 | 21 | 7855.99 | 50.0197 | 7855.99 | 7853.98 | 
[I][2017-05-20 18:08:56] 16 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.3598 | 50 | 0.0090182 | 21 | 7856.89 | 50.0267 | 7856.89 | 7853.98 | 
[I][2017-05-20 18:08:56] 17 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.57955 | 50 | 0.00953 | 21 | 7857.85 | 50.0334 | 7857.85 | 7853.98 | 
[I][2017-05-20 18:08:56] 18 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.7791 | 50 | 0.00982029 | 21 | 7858.83 | 50.0397 | 7858.83 | 7853.98 | 
[I][2017-05-20 18:08:56] 19 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.96109 | 50 | 0.0097967 | 21 | 7859.8 | 50.0454 | 7859.8 | 7853.98 | 
[I][2017-05-20 18:08:56] 20 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.12845 | 50 | 0.00966733 | 21 | 7860.76 | 50.0505 | 7860.76 | 7853.98 | 
[I][2017-05-20 18:08:56] 21 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.28365 | 50 | 0.0095527 | 21 | 7861.71 | 50.0551 | 7861.71 | 7853.98 | 
[I][2017-05-20 18:08:56] 22 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.42873 | 50 | 0.00945 | 21 | 7862.65 | 50.0592 | 7862.65 | 7853.98 | 
[I][2017-05-20 18:08:56] 23 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.56525 | 50 | 0.00936677 | 21 | 7863.56 | 50.0628 | 7863.56 | 7853.98 | 
[I][2017-05-20 18:08:56] 24 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.69439 | 50 | 0.00924988 | 21 | 7864.46 | 50.066 | 7864.46 | 7853.98 | 
[I][2017-05-20 18:08:56] 25 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.81703 | 50 | 0.00913896 | 21 | 7865.33 | 50.0686 | 7865.33 | 7853.98 | 
[I][2017-05-20 18:08:56] 26 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.9339 | 50 | 0.00903746 | 21 | 7866.18 | 50.0709 | 7866.18 | 7853.98 | 
[I][2017-05-20 18:08:56] 27 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 4.04563 | 50 | 0.00889298 | 21 | 7867 | 50.0727 | 7867 | 7853.98 | 
