[I][2017-05-20 18:08:55] dt, cm_x, cm_y, avg_d, avg_ds, mju, smo_d, smo_ds, int_d, int_ds, sf_a, sf_b, sf_c
[I][2017-05-20 18:08:55] 1 | 25.4902 | 0.333333 | 0 | 0 | 1e+07 | 0 | 0 | 0 | 0 | 0 | 0 | 0 | 
[I][2017-05-20 18:08:55] 2 | 25.4902 | 0.333333 | 3.03329e-11 | 7.78782e-10 | 1e+07 | -5.71021e-11 | 3.03329e-11 | 0 | 1.62259e-08 | 1.34752e-08 | -9.60324e-10 | -1.01786e-08 | 
[I][2017-05-20 18:08:55] 3 | 25.4902 | 0.333354 | -2.34718e-09 | -1.87229e-09 | 1e+07 | -2.49913e-09 | -2.37751e-09 | 1.62259e-08 | 3.57853e-08 | 2.47879e-08 | -1.9094e-09 | -2.84953e-08 | 
[I][2017-05-20 18:08:55] 4 | 25.4902 | 0.333409 | -6.3331e-09 | -5.37858e-08 | 9.65316e+06 | -9.57986e-10 | -3.98592e-09 | 5.20112e-08 | 1.38197e-07 | 3.11591e-08 | -2.65916e-09 | -1.89857e-07 | 
[I][2017-05-20 18:08:55] 5 | 25.4902 | 0.33393 | -1.55319e-08 | -1.93618e-07 | 2.19238e+06 | 1.01306e-08 | -9.19878e-09 | 1.90208e-07 | 6.08489e-07 | 2.13151e-07 | -1.67331e-08 | -7.77271e-07 | 
[I][2017-05-20 18:08:55] 6 | 25.4902 | 0.33597 | -4.17631e-08 | -4.43516e-07 | 975755 | 2.97681e-08 | -2.62312e-08 | 7.98697e-07 | 1.53038e-06 | 6.07759e-07 | -4.66945e-08 | -1.89161e-06 | 
[I][2017-05-20 18:08:55] 7 | 25.4901 | 0.340808 | -8.59343e-08 | -8.74812e-07 | 585180 | 7.7022e-08 | -4.41712e-08 | 2.32907e-06 | 3.06837e-06 | 1.24389e-06 | -9.35208e-08 | -3.7748e-06 | 
[I][2017-05-20 18:08:55] 8 | 25.49 | 0.350431 | -1.34521e-07 | -1.53548e-06 | 377165 | 1.92505e-07 | -4.85871e-08 | 5.39745e-06 | 5.57755e-06 | 2.35636e-06 | -1.69892e-07 | -6.79292e-06 | 
[I][2017-05-20 18:08:55] 9 | 25.4899 | 0.367634 | -1.17878e-07 | -2.43636e-06 | 256864 | 4.8103e-07 | 1.66432e-08 | 1.0975e-05 | 9.40635e-06 | 4.24112e-06 | -2.87872e-07 | -1.12623e-05 | 
[I][2017-05-20 18:08:56] 10 | 25.4896 | 0.395927 | 1.4022e-07 | -3.53135e-06 | 180709 | 1.16218e-06 | 2.58098e-07 | 2.03813e-05 | 1.51778e-05 | 7.53214e-06 | -4.67311e-07 | -1.76589e-05 | 
[I][2017-05-20 18:08:56] 11 | 25.4891 | 0.439415 | 1.01261e-06 | -4.61497e-06 | 130311 | 2.65367e-06 | 8.72386e-07 | 3.55591e-05 | 2.36813e-05 | 1.32652e-05 | -7.39068e-07 | -2.6371e-05 | 
[I][2017-05-20 18:08:56] 12 | 25.4884 | 0.501983 | 3.36606e-06 | -4.91591e-06 | 97561.7 | 5.83856e-06 | 2.35346e-06 | 5.92404e-05 | 3.51096e-05 | 2.28266e-05 | -1.14984e-06 | -3.64244e-05 | 
[I][2017-05-20 18:08:56] 13 | 25.4875 | 0.58469 | 8.4931e-06 | -3.46359e-06 | 76767.2 | 1.19629e-05 | 5.12704e-06 | 9.435e-05 | 4.86478e-05 | 3.69415e-05 | -1.76039e-06 | -4.55719e-05 | 
[I][2017-05-20 18:08:56] 14 | 25.4864 | 0.683022 | 1.82616e-05 | 5.19312e-07 | 67191.1 | 2.28172e-05 | 9.76846e-06 | 0.000142998 | 5.83163e-05 | 5.17216e-05 | -2.56136e-06 | -4.76023e-05 | 
[I][2017-05-20 18:08:56] 15 | 25.4851 | 0.786879 | 3.3885e-05 | 5.64415e-06 | 66368 | 3.96154e-05 | 1.56235e-05 | 0.000201314 | 5.93025e-05 | 6.07349e-05 | -3.46831e-06 | -4.03342e-05 | 
[I][2017-05-20 18:08:56] 16 | 25.4841 | 0.888149 | 5.51901e-05 | 1.0244e-05 | 69287.2 | 6.22169e-05 | 2.1305e-05 | 0.000260617 | 5.59292e-05 | 6.43232e-05 | -4.53231e-06 | -2.90588e-05 | 
[I][2017-05-20 18:08:56] 17 | 25.4834 | 0.98416 | 8.16357e-05 | 1.40475e-05 | 72635.5 | 9.01073e-05 | 2.64456e-05 | 0.000316546 | 5.24509e-05 | 6.53729e-05 | -5.88344e-06 | -1.73469e-05 | 
