[I][2017-05-13 16:38:06] time, dt, force, avg_sigma, sqr, press, max_y, max_x, err, nK, dV, Sqr
[I][2017-05-13 16:38:06] 1 | 1 | 0 | 0 | 7853.98 | 0 | 1 | 50 | 0 | 4 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:06] 2 | 1 | -38.1771 | 0.0460887 | 7853.98 | -0.00486086 | 1 | 50 | 0.00515349 | 5 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:07] 3 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00006 | 50 | 0.0288109 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:08] 4 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00021 | 50 | 0.0168745 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:08] 5 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00145 | 50 | 0.0102189 | 24 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:09] 6 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.00642 | 50 | 0.00892469 | 23 | 7853.98 | 50 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:10] 7 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.01834 | 50 | 0.009796 | 22 | 7853.98 | 50.0001 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:10] 8 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.04209 | 50 | 0.00739362 | 23 | 7853.98 | 50.0002 | 7853.98 | 7853.98 | 
[I][2017-05-13 16:38:11] 9 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.08459 | 50 | 0.00759815 | 23 | 7853.99 | 50.0004 | 7853.99 | 7853.98 | 
[I][2017-05-13 16:38:11] 10 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.15448 | 50 | 0.00749146 | 23 | 7854.02 | 50.0009 | 7854.02 | 7853.98 | 
[I][2017-05-13 16:38:11] 11 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.2618 | 50 | 0.00748346 | 23 | 7854.09 | 50.002 | 7854.09 | 7853.98 | 
[I][2017-05-13 16:38:11] 12 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.41608 | 50 | 0.00847026 | 22 | 7854.27 | 50.0041 | 7854.27 | 7853.98 | 
[I][2017-05-13 16:38:12] 13 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.62117 | 50 | 0.00968262 | 21 | 7854.63 | 50.0078 | 7854.63 | 7853.98 | 
[I][2017-05-13 16:38:12] 14 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 1.86534 | 50 | 0.00837894 | 21 | 7855.23 | 50.0133 | 7855.23 | 7853.98 | 
[I][2017-05-13 16:38:12] 15 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.1214 | 50 | 0.00871872 | 21 | 7856.04 | 50.0202 | 7856.04 | 7853.98 | 
[I][2017-05-13 16:38:12] 16 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.3636 | 50 | 0.00922659 | 21 | 7856.96 | 50.0273 | 7856.96 | 7853.98 | 
[I][2017-05-13 16:38:12] 17 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.58675 | 50 | 0.00777773 | 22 | 7857.95 | 50.0343 | 7857.95 | 7853.98 | 
[I][2017-05-13 16:38:12] 18 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.79586 | 50 | 0.00887276 | 21 | 7859 | 50.0408 | 7859 | 7853.98 | 
[I][2017-05-13 16:38:12] 19 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 2.99014 | 50 | 0.00764802 | 21 | 7860.1 | 50.0468 | 7860.1 | 7853.98 | 
[I][2017-05-13 16:38:12] 20 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.18004 | 50 | 0.00878837 | 20 | 7861.37 | 50.0527 | 7861.37 | 7853.98 | 
[I][2017-05-13 16:38:12] 21 | 1 | 0 | -nan(ind) | 7853.98 | 0 | 3.37858 | 50 | 0.00777931 | 18 | 7863.2 | 50.0593 | 7863.2 | 7853.98 | 
