[I][2017-05-06 23:12:46] dt, x, y, V_x,V_y, V,Condition, alpha, beta, AngleS 
[I][2017-05-06 23:12:46] 30 | 32.9998 | 0.55 | 32.9898 | 0.55 | -0 | -0 | -0 | SymX | 0 | -23.2734 | 34 | 0.01 | -0.291531 | 0.723369 | 9.92306 | 0.000164811 | 0.01
[I][2017-05-06 23:12:46] 35 | 39.9973 | 0.55 | 39.9945 | 0.55 | -0 | -0 | 0 | SymX | 89.9003 | -257.863 | 29 | 0.00274368 | 15.3927 | 37.5864 | 21.5441 | 0.000321426 | 0.00274368
[I][2017-05-06 23:12:46] 35 | 38.7486 | 0.55 | 38.7386 | 0.55 | -0 | -0 | 0 | SymX | 4.16746e-08 | -280.41 | 30 | 0.01 | 6.92192 | 14.2051 | 15.7344 | 0.000139066 | 0.01
[I][2017-05-06 23:12:46] 35 | 37.4983 | 0.55 | 37.4883 | 0.55 | -0 | -0 | 0 | SymX | 0 | 89.552 | 31 | 0.01 | 1.42071 | -2.15541 | 8.09346 | 1.70622e-05 | 0.01
[I][2017-05-06 23:12:46] 35 | 35.9983 | 0.55 | 35.9883 | 0.55 | -0 | -0 | -0 | SymX | 0 | -14.0465 | 32 | 0.01 | 1.63581 | 0.396834 | 6.67332 | 6.57702e-06 | 0.01
[I][2017-05-06 23:12:46] 35 | 34.4983 | 0.55 | 34.4883 | 0.55 | -0 | -0 | -0 | SymX | 0 | -49.004 | 33 | 0.01 | 1.0343 | 1.60362 | 6.92022 | 8.00024e-06 | 0.01
[I][2017-05-06 23:12:46] 35 | 32.9983 | 0.55 | 32.9883 | 0.55 | -0 | -0 | -0 | SymX | 0 | -32.6426 | 34 | 0.01 | -0.727404 | 1.02123 | 12.304 | 0.000427564 | 0.01
[I][2017-05-06 23:12:46] 40 | 39.9767 | 0.55 | 39.9667 | 0.55 | -0 | -0 | 0 | SymX | 89.2592 | -508.453 | 29 | 0.01 | 183.176 | 223.201 | 37.866 | 0.00318963 | 0.01
[I][2017-05-06 23:12:46] 40 | 38.7392 | 0.55 | 38.7292 | 0.55 | -0 | -0 | 0 | SymX | 4.20504e-08 | -690.231 | 30 | 0.01 | 59.356 | 74.2589 | 27.2173 | 0.00136201 | 0.01
[I][2017-05-06 23:12:46] 40 | 37.4882 | 0.55 | 37.4782 | 0.55 | -0 | -0 | 0 | SymX | 0 | 335.188 | 31 | 0.01 | -2.32567 | -6.75939 | 12.8042 | 0.000120816 | 0.01
[I][2017-05-06 23:12:46] 40 | 35.9883 | 0.55 | 35.9783 | 0.55 | -0 | -0 | -0 | SymX | 0 | -37.2441 | 32 | 0.01 | -0.716898 | 1.07964 | 10.7047 | 4.10187e-05 | 0.01
[I][2017-05-06 23:12:46] 40 | 34.4883 | 0.55 | 34.4783 | 0.55 | -0 | -0 | -0 | SymX | 0 | -64.3596 | 33 | 0.01 | -1.24284 | 2.05251 | 10.9159 | 4.75752e-05 | 0.01
[I][2017-05-06 23:12:46] 40 | 32.9885 | 0.55 | 32.9785 | 0.55 | -0 | -0 | -0 | SymX | 0 | -51.6561 | 34 | 0.01 | -2.99881 | 1.64105 | 15.4712 | 0.000928139 | 0.01
[I][2017-05-06 23:12:46] 45 | 38.6941 | 0.55 | 38.6841 | 0.55 | -0 | -0 | 0 | SymX | 89.0162 | 1455.69 | 29 | 0.01 | -75.0883 | -44.1906 | 42.8767 | 0.0272798 | 0.01
[I][2017-05-06 23:12:46] 45 | 37.4667 | 0.55 | 37.4567 | 0.55 | -0 | -0 | 0 | SymX | 4.23978e-08 | 1054.53 | 30 | 0.01 | -62.4276 | -23.9385 | 45.5349 | 0.0118288 | 0.01
[I][2017-05-06 23:12:46] 45 | 36.2494 | 0.55 | 36.2394 | 0.55 | -0 | -0 | 0 | SymX | 0 | 562.183 | 31 | 0.01 | -53.1241 | -13.907 | 45.7185 | 0.000636081 | 0.01
[I][2017-05-06 23:12:46] 45 | 34.7666 | 0.55 | 34.7566 | 0.55 | -0 | -0 | -0 | SymX | 0 | -56.7691 | 32 | 0.01 | -34.2881 | 1.65661 | 44.9571 | 0.000246698 | 0.01
[I][2017-05-06 23:12:46] 45 | 33.2839 | 0.55 | 33.2739 | 0.55 | -0 | -0 | -0 | SymX | 0 | -342.806 | 33 | 0.01 | -26.4888 | 11.9725 | 46.494 | 0.000269442 | 0.01
[I][2017-05-06 23:12:46] 45 | 31.8084 | 0.55 | 31.8076 | 0.55 | -0 | -0 | -0 | SymX | 0 | -461.732 | 34 | 0.000795437 | -19.166 | 18.7124 | 48.4965 | 0.00204309 | 0.000795437
